temperature_C,rb_code_ohm
-60.0,11600.900391
-57.0,8517.980469
-54.0,4450.810059
-51.0,2988.25
-48.0,2110.780029
-45.0,1671.76001
-42.0,783.771973
-39.0,589.689026
-36.0,373.188995
-33.0,247.807999
-30.0,172.5320055
-27.0,55.04336779853141
-24.0,3.2365547943491633
-21.0,2.9020637044287767
-18.0,2.7576090110533635
-15.0,2.5792912640538743
-12.0,2.4001658801765258
-9.0,2.4129111031871346
-6.0,2.2333153989500896
-3.0,2.2391170948554984
0.0,2.2201750520987673
3.0,2.1301246910448004
6.0,1.9849670684060767
9.0,2.1687557798234742
12.0,2.124339066918162
15.0,2.126757629690833
18.0,2.104181031203566
