Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 480.584991, -541.541016, 724.036316, -48.412884
276480.000000, 491.829010, -593.119995, 770.510925, -50.333683
197486.000000, 546.963989, -788.815979, 959.895935, -55.262615
153600.000000, 617.692993, -982.679993, 1160.691406, -57.847359
125673.000000, 664.960999, -1143.829956, 1323.072266, -59.828587
98742.898438, 807.661987, -1421.439941, 1634.872925, -60.394768
76800.000000, 1004.909973, -1751.020020, 2018.889648, -60.148491
60104.300781, 1218.439941, -2042.119995, 2377.992920, -59.177395
49371.398438, 1504.530029, -2340.689941, 2782.523926, -57.268230
38400.000000, 1940.170044, -2706.899902, 3330.400391, -54.368950
30052.199219, 1707.520020, -3131.459961, 3566.744385, -61.397289
23834.500000, 3103.790039, -3391.199951, 4597.145996, -47.533741
18681.099609, 3226.199951, -2570.280029, 4124.888672, -38.543968
14706.400391, 4558.919922, -3711.219971, 5878.512207, -39.147549
11520.000000, 5404.290039, -3564.250000, 6473.811035, -33.405743
9600.000000, 5830.200195, -3395.350098, 6746.824219, -30.215361
7513.040039, 6612.220215, -3175.699951, 7335.293457, -25.653923
5760.000000, 7199.069824, -2759.010010, 7709.652832, -20.969095
4547.370117, 7613.390137, -2323.129883, 7959.939941, -16.968906
3600.000000, 7926.359863, -2135.620117, 8209.022461, -15.079273
2880.000000, 8350.519531, -1780.329956, 8538.193359, -12.035263
2273.679932, 8537.250000, -1636.780029, 8692.737305, -10.853171
1781.439941, 9057.150391, -1343.099976, 9156.194336, -8.435016
1416.390015, 8702.059570, -440.256012, 8713.189453, -2.896248
1122.079956, 8236.000000, -1429.030029, 8359.056641, -9.843402
900.000000, 8905.959961, -1155.760010, 8980.640625, -7.394166
720.000000, 9043.209961, -1113.109985, 9111.458008, -7.017123
568.421021, 9192.389648, -1067.510010, 9254.166992, -6.624074
440.816010, 9336.330078, -1004.039978, 9390.162109, -6.138067
354.097992, 9465.299805, -959.882996, 9513.846680, -5.790611
276.923004, 9611.250000, -903.072021, 9653.583008, -5.367746
220.408005, 9722.910156, -851.179993, 9760.096680, -5.003132
174.194000, 9826.000000, -807.051025, 9859.087891, -4.695405
137.580002, 9913.379883, -776.065002, 9943.709961, -4.476249
109.091003, 9995.610352, -774.695007, 10025.585938, -4.431766
87.096802, 10055.900391, -771.663025, 10085.464844, -4.388125
68.354401, 10181.700195, -822.585022, 10214.875000, -4.618925
54.545502, 10125.900391, -790.273010, 10156.692383, -4.462586
42.857101, 10196.099609, -855.396973, 10231.917969, -4.795573
33.962299, 10232.599609, -993.200012, 10280.687500, -5.543896
26.865700, 10360.099609, -1091.560059, 10417.445313, -6.014603
21.343901, 10471.500000, -1220.479980, 10542.384766, -6.647974
17.307699, 10577.299805, -1363.530029, 10664.825195, -7.345543
13.636400, 10706.299805, -1562.770020, 10819.754883, -8.304664
10.714300, 10853.400391, -1803.670044, 11002.250977, -9.435456
8.490570, 11015.299805, -2086.149902, 11211.103516, -10.724042
6.716420, 11191.000000, -2429.959961, 11451.776367, -12.250762
5.294120, 11391.900391, -2840.340088, 11740.652344, -14.000097
4.166670, 11624.900391, -3342.290039, 12095.834961, -16.040539
3.308820, 11877.700195, -3920.340088, 12507.951172, -18.265930
2.616280, 12160.700195, -4636.370117, 13014.551758, -20.869774
2.073730, 12483.900391, -5486.689941, 13636.405273, -23.725548
1.642340, 12844.599609, -6526.240234, 14407.482422, -26.934767
1.300580, 13237.299805, -7777.109863, 15352.834961, -30.434866
1.032110, 13753.900391, -9249.950195, 16575.021484, -33.922131
0.815217, 14194.200195, -11167.299805, 18060.562500, -38.193932
0.646552, 14761.200195, -13390.400391, 19929.773438, -42.212269
0.511364, 15282.200195, -16833.900391, 22736.003906, -47.766113
0.407609, 16041.599609, -20181.099609, 25780.025391, -51.519432
0.321429, 17547.400391, -25246.000000, 30745.273438, -55.198505
0.254525, 18584.500000, -30476.500000, 35695.949219, -58.625248
0.201613, 19825.599609, -37086.300781, 42052.921875, -61.871925
0.159574, 21323.000000, -45228.199219, 50002.601563, -64.758301
0.126689, 23106.699219, -55083.500000, 59733.671875, -67.242683
0.100446, 25326.800781, -67488.500000, 72084.289063, -69.430107
