Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -0.202115, 3.458600, 3.464501, 86.655548
276480.000000, 0.294932, 2.807390, 2.822839, 84.002792
197486.000000, 1.033150, 1.970770, 2.225159, 62.334820
153600.000000, 1.307480, 1.475530, 1.971470, 48.455574
125673.000000, 1.456090, 1.152880, 1.857237, 38.370922
98742.898438, 1.592060, 0.854942, 1.807092, 28.235960
76800.000000, 1.677610, 0.597504, 1.780839, 19.604061
60104.300781, 1.745550, 0.321182, 1.774853, 10.425834
49371.398438, 1.775250, 0.177751, 1.784127, 5.717815
38400.000000, 1.801570, 0.004682, 1.801576, 0.148910
30052.199219, 1.836750, -0.163299, 1.843995, -5.080608
23834.500000, 1.871720, -0.315049, 1.898049, -9.554499
18681.099609, 1.911430, -0.484038, 1.971765, -14.210475
14706.400391, 1.960350, -0.662324, 2.069214, -18.668060
11520.000000, 2.020010, -0.866755, 2.198114, -23.223423
9600.000000, 2.070820, -1.036000, 2.315511, -26.578110
7513.040039, 2.144800, -1.296230, 2.506068, -31.147064
5760.000000, 2.243660, -1.638640, 2.778336, -36.142242
4547.370117, 2.340350, -2.003050, 3.080495, -40.559437
3600.000000, 2.455950, -2.443900, 3.464728, -44.859100
2880.000000, 2.574740, -2.949440, 3.915160, -48.880379
2273.679932, 2.713000, -3.577070, 4.489521, -52.821796
1781.439941, 2.900360, -4.404150, 5.273388, -56.633041
1416.390015, 3.093000, -5.357490, 6.186223, -60.001183
1122.079956, 3.341050, -6.546120, 7.349442, -62.960857
900.000000, 3.633130, -7.949930, 8.740767, -65.439537
720.000000, 3.964620, -9.655390, 10.437661, -67.676353
568.421021, 4.395310, -11.878300, 12.665416, -69.694084
440.816010, 4.984820, -14.901900, 15.713531, -71.504456
354.097992, 5.604320, -18.077299, 18.926096, -72.775543
276.923004, 6.485230, -22.473499, 23.390520, -73.903328
220.408005, 7.513810, -27.512199, 28.519791, -74.724571
174.194000, 8.870510, -33.877499, 35.019577, -75.327049
137.580002, 10.606800, -41.715900, 43.043240, -75.734123
109.091003, 12.785300, -51.194099, 52.766464, -75.977684
87.096802, 15.454100, -62.463600, 64.346954, -76.103523
68.354401, 19.164700, -77.608902, 79.940147, -76.128914
54.545502, 24.010201, -92.966797, 96.017265, -75.518860
42.857101, 30.277100, -114.152000, 118.099037, -75.145195
33.962299, 37.165199, -138.688995, 143.582336, -74.998627
26.865700, 47.466900, -169.182999, 175.715668, -74.327713
21.343901, 60.249401, -204.598007, 213.284637, -73.591515
17.307699, 74.855202, -243.082993, 254.347473, -72.884277
13.636400, 95.221298, -293.747986, 308.796021, -72.039383
10.714300, 120.873001, -354.230011, 374.284912, -71.158951
8.490570, 150.878998, -422.973999, 449.078461, -70.368187
6.716420, 187.207993, -503.984985, 537.631531, -69.622215
5.294120, 230.755005, -600.140991, 642.975159, -68.968193
4.166670, 281.933990, -714.828003, 768.417786, -68.475319
3.308820, 338.873993, -845.797974, 911.158508, -68.166199
2.616280, 405.269989, -1003.169983, 1081.939819, -68.001816
2.073730, 479.993011, -1189.920044, 1283.083374, -68.031708
1.642340, 564.543030, -1414.250000, 1522.764648, -68.239006
1.300580, 659.617981, -1683.150024, 1807.785889, -68.600044
1.032110, 766.184998, -2007.689941, 2148.920410, -69.111885
0.815217, 883.161011, -2407.879883, 2564.733643, -69.857994
0.646552, 1012.159973, -2893.719971, 3065.629395, -70.721275
0.511364, 1122.140015, -3507.969971, 3683.076416, -72.261406
0.407609, 1279.699951, -4230.419922, 4419.737793, -73.169472
0.321429, 1466.359985, -5236.859863, 5438.282227, -74.357353
0.254525, 1682.699951, -6379.479980, 6597.669434, -75.223778
0.201613, 1926.550049, -7803.720215, 8038.012207, -76.132362
0.159574, 2215.070068, -9579.620117, 9832.377930, -76.980461
0.126689, 2590.040039, -11615.900391, 11901.153320, -77.430168
0.100446, 2936.290039, -14596.200195, 14888.615234, -78.625740
