sample_id,temperature_C,n_freq,kk_mu_median,kk_mu_max,kk_passed,claim_band
2026.4.29CS,-35.0,44,0.0046524850499158645,0.31915983069427123,True,supplementary (233 K anchor)
2026.4.29CS,-38.0,44,0.003735915309110784,0.29742303413581117,True,supplementary (233 K anchor)
2026.4.29CS,-41.0,44,0.004260444230175967,0.28516801624998783,True,supplementary (233 K anchor)
2026.4.29CS,-44.0,44,0.0043386141851567035,0.2784248622741031,True,supplementary (233 K anchor)
2026.4.29CS,-47.0,43,0.0052693736849122545,0.2766041963069793,True,screening/exploratory (cold tail)
2026.4.29CS,-50.0,43,0.0058295180459318864,0.28904982831409454,True,screening/exploratory (cold tail)
2026.4.29CS,-53.0,42,0.006447832132690871,0.32674045425388726,True,screening/exploratory (cold tail)
2026.4.29CS,-56.0,42,0.007598940796075109,0.3441871920039943,True,screening/exploratory (cold tail)
2026.4.29CS,-59.0,41,0.007737709262988826,0.3738570814186484,True,screening/exploratory (cold tail)
2026.4.29CS,-62.0,42,0.008837468283590957,0.3583306627376584,True,screening/exploratory (cold tail)
2026.4.29CS,-65.0,53,0.007523591661340499,0.3665495714726149,True,screening/exploratory (cold tail)
2026.4.29CS,-68.0,53,0.00781543454854098,0.3397350179472612,True,screening/exploratory (cold tail)
2026.4.29CS,-71.0,53,0.012088171030176068,0.3015239521797861,True,screening/exploratory (cold tail)
2026.4.29CS,-74.0,34,0.011758827051769621,0.3412021212340285,True,screening/exploratory (cold tail)
2026.4.29CS,-74.0,50,0.061052429482963785,1.0308818632674588,True,screening/exploratory (cold tail)
2026.4.29CS,-74.0,48,0.07298791522367401,1.0403530743364784,True,screening/exploratory (cold tail)
2026.4.30CS,18.0,42,0.007790683568125723,0.39809196721437684,True,screening/exploratory (cold tail)
2026.4.30CS,15.0,42,0.007641297885661176,0.3980458411136772,True,screening/exploratory (cold tail)
2026.4.30CS,12.0,42,0.007465744433904452,0.3972205233383902,True,screening/exploratory (cold tail)
