frequency_hz,z_real_ohm_cm2,z_imag_ohm_cm2,sample_id,target_temperature_C,actual_temperature_C,source_file
30052.199219,0.609027,-0.032298,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
23834.5,0.622397,-0.139263,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
18681.099609,0.637537,-0.254941,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
14706.400391,0.655833,-0.37827,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
11520.0,0.679311,-0.520326,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
9600.0,0.699543,-0.640783,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
7513.040039,0.73203,-0.828945,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
5760.0,0.777585,-1.07705,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
4547.370117,0.827276,-1.3475,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
3600.0,0.891815,-1.67508,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
2880.0,0.967404,-2.0526,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
2273.679932,1.0605,-2.52082,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1781.439941,1.20123,-3.1387,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1416.390015,1.3655,-3.84125,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1122.079956,1.58268,-4.71602,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
900.0,1.85381,-5.72981,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
720.0,2.20037,-6.94257,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
568.421021,2.67449,-8.49033,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
440.81601,3.3429,-10.5029,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
354.097992,4.07497,-12.5752,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
276.923004,5.12584,-15.3273,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
220.408005,6.34314,-18.3626,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
174.194,7.88841,-22.027599,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
137.580002,9.76557,-26.338499,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
109.091003,11.9584,-31.324499,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
87.096802,14.4852,-37.1478,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
68.354401,17.627501,-44.631302,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
54.545502,21.0954,-51.840199,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
42.857101,25.259899,-61.816799,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
33.962299,29.4252,-73.301399,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
26.8657,34.9757,-87.475098,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
21.343901,41.1717,-103.980003,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
17.307699,47.626499,-122.013,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
13.6364,55.722,-146.235992,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
10.7143,64.891899,-175.914993,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
8.49057,74.783203,-211.110001,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
6.71642,85.702202,-254.128006,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
5.29412,97.993401,-307.826996,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
4.16667,111.338997,-374.941986,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
3.30882,125.179001,-455.031006,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
2.61628,140.529007,-556.330994,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
2.07373,157.035995,-681.822021,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1.64234,175.335999,-839.27301,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1.30058,196.792007,-1036.849976,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
1.03211,221.231003,-1282.040039,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.815217,252.044006,-1594.469971,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.646552,282.630005,-1968.439941,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.511364,327.095001,-2464.909912,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.407609,383.863007,-3051.669922,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.321429,454.84201,-3833.419922,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.254525,552.393005,-4773.419922,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.201613,674.249023,-5942.890137,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.159574,831.713013,-7400.629883,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.126689,1033.23999,-9194.610352,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
0.100446,1282.449951,-11433.799805,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
