frequency_hz,z_real_ohm_cm2,z_imag_ohm_cm2,sample_id,target_temperature_C,actual_temperature_C,source_file
307200.0,-1.90133,3.1494,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
276480.0,-1.2853,2.21422,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
197486.0,-0.351318,1.56899,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
153600.0,0.007234,1.16982,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
125673.0,0.201876,0.887062,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
98742.898438,0.380579,0.662118,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
76800.0,0.491705,0.475874,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
60104.300781,0.566308,0.304327,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
49371.398438,0.583067,0.201676,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
38400.0,0.596308,0.080154,2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt
