frequency_hz,z_real_ohm_cm2,z_imag_ohm_cm2,sample_id,target_temperature_C,actual_temperature_C,source_file
307200.0,-0.202115,3.4586,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
276480.0,0.294932,2.80739,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
197486.0,1.03315,1.97077,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
153600.0,1.30748,1.47553,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
125673.0,1.45609,1.15288,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
98742.898438,1.59206,0.854942,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
76800.0,1.67761,0.597504,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
60104.300781,1.74555,0.321182,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
49371.398438,1.77525,0.177751,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
38400.0,1.80157,0.004682,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
30052.199219,1.83675,-0.163299,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
23834.5,1.87172,-0.315049,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
18681.099609,1.91143,-0.484038,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
14706.400391,1.96035,-0.662324,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
11520.0,2.02001,-0.866755,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
9600.0,2.07082,-1.036,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
7513.040039,2.1448,-1.29623,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
5760.0,2.24366,-1.63864,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
4547.370117,2.34035,-2.00305,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
3600.0,2.45595,-2.4439,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
2880.0,2.57474,-2.94944,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
2273.679932,2.713,-3.57707,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
1781.439941,2.90036,-4.40415,2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt
