Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.890430, 3.125480, 3.652718, 58.832588
276480.000000, -1.271010, 2.206550, 2.546434, 60.057335
197486.000000, -0.332893, 1.562730, 1.597793, 77.974571
153600.000000, 0.029176, 1.149580, 1.149950, 88.546265
125673.000000, 0.212563, 0.889573, 0.914616, 76.561180
98742.898438, 0.393722, 0.657397, 0.766282, 59.082161
76800.000000, 0.501054, 0.481508, 0.694914, 43.860371
60104.300781, 0.579114, 0.301335, 0.652821, 27.489674
49371.398438, 0.597267, 0.196728, 0.628832, 18.230867
38400.000000, 0.611415, 0.072015, 0.615642, 6.717612
30052.199219, 0.625001, -0.042064, 0.626415, -3.850367
23834.500000, 0.638451, -0.150681, 0.655991, -13.279397
18681.099609, 0.655106, -0.267645, 0.707671, -22.222578
14706.400391, 0.673994, -0.393968, 0.780691, -30.307455
11520.000000, 0.698142, -0.539159, 0.882097, -37.678085
9600.000000, 0.718972, -0.661764, 0.977166, -42.627419
7513.040039, 0.752868, -0.854638, 1.138954, -48.622520
5760.000000, 0.799717, -1.109400, 1.367595, -54.213852
4547.370117, 0.850653, -1.386620, 1.626753, -58.472034
3600.000000, 0.914856, -1.721460, 1.949458, -62.011951
2880.000000, 0.990024, -2.111080, 2.331696, -64.875046
2273.679932, 1.087750, -2.592970, 2.811884, -67.241974
1781.439941, 1.225340, -3.226660, 3.451491, -69.205482
1416.390015, 1.393370, -3.950780, 4.189289, -70.573151
1122.079956, 1.608650, -4.857890, 5.117309, -71.678139
900.000000, 1.883890, -5.905230, 6.198450, -72.306244
720.000000, 2.232700, -7.158440, 7.498548, -72.677422
568.421021, 2.708710, -8.761890, 9.171032, -72.821190
440.816010, 3.388050, -10.884800, 11.399901, -72.710503
354.097992, 4.133390, -13.053100, 13.691907, -72.429108
276.923004, 5.203280, -15.943400, 16.770990, -71.925423
220.408005, 6.453540, -19.132200, 20.191317, -71.360085
174.194000, 8.047860, -22.985701, 24.353859, -70.703606
137.580002, 10.006400, -27.529800, 29.291943, -70.025063
109.091003, 12.308500, -32.784000, 35.018421, -69.421745
87.096802, 14.920200, -38.795898, 41.566021, -68.964165
68.354401, 18.242901, -46.632500, 50.073879, -68.634277
54.545502, 21.910200, -54.163399, 58.427139, -67.975662
42.857101, 26.314899, -64.558899, 69.716034, -67.823669
33.962299, 30.710699, -76.508598, 82.442177, -68.129379
26.865700, 36.562302, -91.271202, 98.322098, -68.169472
21.343901, 43.115002, -108.449997, 116.706062, -68.319389
17.307699, 49.952099, -127.220001, 136.675308, -68.562881
13.636400, 58.571201, -152.389008, 163.257446, -68.975586
10.714300, 68.414902, -183.251999, 195.606476, -69.527496
8.490570, 79.006897, -219.567993, 233.349945, -70.209801
6.716420, 90.895798, -264.075012, 279.280609, -71.006310
5.294120, 104.228996, -319.480988, 336.053253, -71.931358
4.166670, 118.848000, -388.535004, 406.305664, -72.991791
3.308820, 134.134003, -470.670990, 489.410980, -74.093262
2.616280, 151.084000, -574.400024, 593.937500, -75.263329
2.073730, 169.192993, -702.461975, 722.550415, -76.457840
1.642340, 188.910995, -863.283020, 883.710876, -77.656624
1.300580, 211.634995, -1064.540039, 1085.373169, -78.755959
1.032110, 237.503006, -1314.699951, 1335.980347, -79.759865
0.815217, 268.977997, -1633.390015, 1655.388794, -80.648758
0.646552, 300.993988, -2014.199951, 2036.565430, -81.500839
0.511364, 345.029999, -2520.370117, 2543.877197, -82.204872
0.407609, 402.096985, -3119.719971, 3145.526123, -82.655701
0.321429, 472.626007, -3919.129883, 3947.525146, -83.123619
0.254525, 569.948975, -4878.560059, 4911.740234, -83.336472
0.201613, 688.950989, -6074.589844, 6113.533691, -83.529434
0.159574, 840.567993, -7568.299805, 7614.835449, -83.662437
0.126689, 1036.969971, -9392.570313, 9449.638672, -83.699921
0.100446, 1283.670044, -11689.000000, 11759.274414, -83.732964
