Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.519140, 2.806740, 3.191485, 61.575661
276480.000000, -0.954331, 2.193500, 2.392110, 66.487480
197486.000000, -0.227365, 1.558810, 1.575304, 81.701469
153600.000000, 0.087582, 1.176130, 1.179386, 85.741264
125673.000000, 0.242576, 0.934562, 0.965531, 75.449341
98742.898438, 0.373816, 0.707682, 0.800345, 62.155830
76800.000000, 0.449207, 0.516233, 0.684312, 48.971405
60104.300781, 0.508760, 0.312195, 0.596911, 31.534904
49371.398438, 0.528005, 0.210001, 0.568234, 21.688974
38400.000000, 0.542177, 0.086061, 0.548965, 9.019484
30052.199219, 0.557967, -0.026761, 0.558608, -2.745874
23834.500000, 0.570829, -0.133006, 0.586120, -13.116180
18681.099609, 0.588110, -0.247515, 0.638073, -22.824530
14706.400391, 0.607878, -0.368939, 0.711078, -31.254795
11520.000000, 0.631796, -0.508785, 0.811189, -38.844479
9600.000000, 0.653550, -0.626238, 0.905153, -43.777431
7513.040039, 0.687671, -0.809581, 1.062221, -49.654896
5760.000000, 0.733797, -1.050360, 1.281294, -55.061287
4547.370117, 0.785939, -1.312450, 1.529779, -59.085419
3600.000000, 0.850110, -1.624680, 1.833650, -62.379299
2880.000000, 0.925189, -1.988120, 2.192851, -65.044670
2273.679932, 1.020060, -2.440400, 2.645009, -67.315620
1781.439941, 1.149760, -3.030750, 3.241511, -69.225021
1416.390015, 1.307940, -3.707330, 3.931285, -70.567238
1122.079956, 1.513550, -4.545130, 4.790515, -71.581993
900.000000, 1.765120, -5.520260, 5.795595, -72.268173
720.000000, 2.079210, -6.690910, 7.006525, -72.737297
568.421021, 2.506780, -8.188980, 8.564073, -72.979797
440.816010, 3.098920, -10.154000, 10.616357, -73.028229
354.097992, 3.747990, -12.192300, 12.755375, -72.912247
276.923004, 4.685910, -14.936600, 15.654385, -72.582321
220.408005, 5.789610, -17.989100, 18.897812, -72.159752
174.194000, 7.215160, -21.712299, 22.879740, -71.617966
137.580002, 8.988180, -26.124001, 27.626993, -71.013802
109.091003, 11.118300, -31.250401, 33.169323, -70.415421
87.096802, 13.631400, -37.237099, 39.653709, -69.893814
68.354401, 16.835199, -44.906799, 47.958782, -69.449379
54.545502, 20.448601, -52.249802, 56.108707, -68.626495
42.857101, 24.810801, -62.309799, 67.067780, -68.288315
33.962299, 29.181400, -73.761299, 79.323914, -68.415291
26.865700, 34.947601, -87.851601, 94.547546, -68.307205
21.343901, 41.294899, -104.167000, 112.053703, -68.375153
17.307699, 47.815201, -121.982002, 131.018707, -68.595528
13.636400, 55.856300, -145.936005, 156.260178, -69.055908
10.714300, 64.843201, -175.410995, 187.012451, -69.712440
8.490570, 74.377800, -210.389008, 223.149261, -70.530212
6.716420, 84.938698, -253.641006, 267.485229, -71.485443
5.294120, 96.969704, -307.871002, 322.781158, -72.517212
4.166670, 110.467003, -375.919006, 391.813812, -73.624130
3.308820, 125.177002, -457.274994, 474.098846, -74.690582
2.616280, 142.615005, -559.786011, 577.667236, -75.706978
2.073730, 162.688995, -686.056030, 705.081970, -76.659492
1.642340, 186.337997, -843.325989, 863.666931, -77.540344
1.300580, 214.996002, -1038.599976, 1060.619263, -78.304634
1.032110, 249.231003, -1278.680054, 1302.742798, -78.970604
0.815217, 291.416992, -1581.339966, 1607.967651, -79.558403
0.646552, 330.785004, -1954.010010, 1981.810669, -80.391785
0.511364, 390.524994, -2438.179932, 2469.257080, -80.900208
0.407609, 463.894012, -3001.399902, 3037.037842, -81.213943
0.321429, 551.658997, -3756.310059, 3796.602783, -81.645157
0.254525, 666.166016, -4653.959961, 4701.395508, -81.854042
0.201613, 808.854004, -5767.450195, 5823.893066, -82.016624
0.159574, 988.786987, -7157.319824, 7225.297852, -82.134338
0.126689, 1216.310059, -8855.280273, 8938.422852, -82.179100
0.100446, 1492.959961, -10977.500000, 11078.557617, -82.255188
