Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.359080, 2.843450, 3.151556, 64.453659
276480.000000, -0.794437, 2.194210, 2.333600, 70.096672
197486.000000, -0.060520, 1.588680, 1.589832, 87.818420
153600.000000, 0.216849, 1.207420, 1.226738, 79.818390
125673.000000, 0.376233, 0.947269, 1.019250, 68.338188
98742.898438, 0.514372, 0.710214, 0.876916, 54.086094
76800.000000, 0.590848, 0.507360, 0.778791, 40.652622
60104.300781, 0.650624, 0.293563, 0.713786, 24.285004
49371.398438, 0.671745, 0.178971, 0.695178, 14.918597
38400.000000, 0.690365, 0.046809, 0.691950, 3.878928
30052.199219, 0.708883, -0.078126, 0.713175, -6.289203
23834.500000, 0.726747, -0.196825, 0.752928, -15.153898
18681.099609, 0.748190, -0.326103, 0.816169, -23.550264
14706.400391, 0.773810, -0.466663, 0.903635, -31.092993
11520.000000, 0.806151, -0.626983, 1.021267, -37.873951
9600.000000, 0.832829, -0.762782, 1.129354, -42.486343
7513.040039, 0.877364, -0.976278, 1.312588, -48.054520
5760.000000, 0.934844, -1.256300, 1.565958, -53.346146
4547.370117, 0.995822, -1.558200, 1.849229, -57.417973
3600.000000, 1.073220, -1.923830, 2.202935, -60.844772
2880.000000, 1.157260, -2.348410, 2.618068, -63.766632
2273.679932, 1.259670, -2.874750, 3.138623, -66.337730
1781.439941, 1.404940, -3.567880, 3.834530, -68.506752
1416.390015, 1.580350, -4.369600, 4.646602, -70.116501
1122.079956, 1.786440, -5.362390, 5.652132, -71.574883
900.000000, 2.055550, -6.527110, 6.843132, -72.519470
720.000000, 2.386140, -7.933870, 8.284924, -73.261147
568.421021, 2.829950, -9.744980, 10.147573, -73.806664
440.816010, 3.458490, -12.171600, 12.653419, -74.137802
354.097992, 4.138690, -14.690100, 15.261971, -74.265709
276.923004, 5.126740, -18.115499, 18.826969, -74.198334
220.408005, 6.293340, -21.964600, 22.848408, -74.011833
174.194000, 7.827300, -26.728399, 27.850924, -73.677559
137.580002, 9.790700, -32.474800, 33.918587, -73.222672
109.091003, 12.229500, -39.237499, 41.099171, -72.688866
87.096802, 15.163800, -47.066700, 49.449116, -72.142265
68.354401, 19.129700, -57.282501, 60.392303, -71.533073
54.545502, 23.829300, -67.127403, 71.231483, -70.455833
42.857101, 29.675400, -80.459000, 85.757095, -69.754700
33.962299, 35.747101, -95.497704, 101.968948, -69.477905
26.865700, 43.844601, -113.810997, 121.964310, -68.931290
21.343901, 52.987000, -134.804001, 144.843842, -68.541855
17.307699, 62.567699, -157.475998, 169.450302, -68.331299
13.636400, 74.704697, -187.565002, 201.894577, -68.283257
10.714300, 88.631500, -224.039001, 240.933640, -68.415878
8.490570, 103.719002, -266.425995, 285.902863, -68.729156
6.716420, 120.750000, -318.160004, 340.303314, -69.216949
5.294120, 139.856995, -381.644989, 406.463867, -69.874214
4.166670, 161.082993, -460.605988, 487.960663, -70.724258
3.308820, 183.578003, -554.052979, 583.674194, -71.668083
2.616280, 209.214996, -671.190979, 703.042114, -72.687378
2.073730, 237.567993, -815.072998, 848.989136, -73.750275
1.642340, 269.756989, -993.908997, 1029.865967, -74.815155
1.300580, 307.438995, -1215.589966, 1253.865112, -75.806755
1.032110, 350.726990, -1489.079956, 1529.826294, -76.746529
0.815217, 402.529999, -1833.709961, 1877.371216, -77.618996
0.646552, 449.316010, -2255.709961, 2300.024414, -78.734665
0.511364, 519.734985, -2806.629883, 2854.346924, -79.508736
0.407609, 605.802979, -3447.280029, 3500.105225, -80.032990
0.321429, 706.598022, -4311.830078, 4369.343262, -80.693398
0.254525, 837.877991, -5329.319824, 5394.783691, -81.065056
0.201613, 994.413025, -6594.919922, 6669.469727, -81.425270
0.159574, 1183.520020, -8174.060059, 8259.295898, -81.761429
0.126689, 1416.300049, -10105.799805, 10204.562500, -82.022110
0.100446, 1696.260010, -12520.700195, 12635.079102, -82.284744
