Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 52.270699, 25.719500, 58.255630, 26.199232
276480.000000, 51.261799, 22.814501, 56.109478, 23.991865
230400.000000, 50.473202, 18.961700, 53.917439, 20.590122
172800.000000, 49.667900, 14.220300, 51.663498, 15.976824
153600.000000, 49.415199, 12.551300, 50.984283, 14.251567
115200.000000, 48.980202, 9.169750, 49.831161, 10.603791
98742.898438, 48.959702, 7.815080, 49.579510, 9.069199
81317.601563, 48.859501, 6.304680, 49.264587, 7.352643
65828.601563, 48.847401, 4.870540, 49.089619, 5.694102
53169.199219, 48.852402, 3.889760, 49.007015, 4.552440
46080.000000, 48.883701, 3.204680, 48.988632, 3.750785
36378.898438, 48.936699, 2.290710, 48.990284, 2.680039
30052.199219, 48.808201, 1.768580, 48.840233, 2.075222
24685.699219, 48.973598, 1.016120, 48.984138, 1.188621
20329.400391, 48.962700, 0.511897, 48.965374, 0.598996
16457.099609, 49.111099, -0.058149, 49.111134, -0.067840
13552.900391, 49.174900, -0.637029, 49.179028, -0.742188
11148.400391, 49.226101, -0.957958, 49.235420, -1.114856
9600.000000, 49.246101, -1.422050, 49.266628, -1.654036
7854.549805, 49.340698, -1.957590, 49.379517, -2.272016
6400.000000, 49.450401, -2.568970, 49.517086, -2.973867
5236.359863, 49.625599, -3.191300, 49.728107, -3.679484
4320.000000, 49.727100, -3.873400, 49.877728, -4.453955
3526.530029, 50.077400, -4.771590, 50.304214, -5.442956
2880.000000, 50.260300, -5.571800, 50.568199, -6.325915
2367.120117, 50.559299, -6.549240, 50.981716, -7.380756
1963.640015, 51.044601, -7.820230, 51.640171, -8.710209
1614.949951, 51.610298, -9.296190, 52.440842, -10.210788
1329.229980, 51.873001, -10.883100, 53.002357, -11.848957
1093.670044, 52.773399, -12.569400, 54.249622, -13.396921
900.000000, 53.817600, -14.702500, 55.789761, -15.279864
744.828003, 54.730598, -17.031401, 57.319344, -17.285414
617.143005, 55.802101, -19.661699, 59.164661, -19.409752
514.286011, 56.987701, -22.561100, 61.291119, -21.598326
415.385010, 58.566399, -26.497000, 64.281525, -24.343262
342.856995, 60.177799, -30.590000, 67.506409, -26.945461
284.210999, 61.930698, -35.204899, 71.237602, -29.616343
232.257996, 64.074303, -40.992100, 76.064896, -32.609436
191.149994, 66.392097, -47.510300, 81.640305, -35.587574
157.664001, 68.931702, -55.028702, 88.202820, -38.600636
130.119995, 71.798599, -63.826199, 96.066757, -41.635868
106.931000, 75.042702, -74.428703, 105.693138, -44.764641
88.524597, 78.574203, -86.518898, 116.873543, -47.755093
72.973000, 82.766800, -101.343002, 130.846283, -50.761494
60.000000, 87.306801, -116.890999, 145.897171, -53.243656
49.541302, 92.735100, -136.761993, 165.238129, -55.859734
40.601501, 99.058098, -160.953003, 188.993057, -58.389896
33.540401, 104.777000, -188.309998, 215.496811, -60.908131
27.551001, 113.678001, -222.358994, 249.732285, -62.922226
22.689100, 123.390999, -261.828003, 289.446442, -64.767021
18.750000, 135.104996, -307.347992, 335.732269, -66.270523
15.517200, 148.311996, -360.665009, 389.968842, -67.646645
12.857100, 164.046005, -422.949005, 453.648499, -68.800598
10.465100, 184.384995, -503.690002, 536.378052, -69.893929
8.653850, 207.352997, -592.031982, 627.293518, -70.697723
7.142860, 235.115997, -696.684021, 735.287842, -71.351563
5.844160, 270.394012, -825.625000, 868.774719, -71.866272
4.838710, 310.878998, -968.554993, 1017.223938, -72.204819
3.982300, 361.532013, -1141.270020, 1197.164429, -72.422821
3.284670, 422.946991, -1340.819946, 1405.945313, -72.492699
2.694610, 500.144012, -1579.989990, 1657.260498, -72.434883
2.227720, 590.356018, -1847.500000, 1939.530029, -72.279068
1.829270, 703.960999, -2168.620117, 2280.016357, -72.015923
1.510070, 837.208008, -2527.629883, 2662.673584, -71.673958
1.243090, 1000.950012, -2946.290039, 3111.675781, -71.235710
1.022730, 1200.030029, -3434.340088, 3637.961426, -70.739525
0.845865, 1419.300049, -3960.679932, 4207.302734, -70.284996
0.694444, 1690.859985, -4593.790039, 4895.090820, -69.792595
0.573980, 1915.180054, -5317.180176, 5651.576660, -70.191635
0.472689, 2252.520020, -6143.729980, 6543.643066, -69.865189
0.390625, 2622.590088, -7174.580078, 7638.886230, -69.920662
0.321429, 3045.409912, -8279.240234, 8821.583984, -69.804619
0.264085, 3499.270020, -9589.889648, 10208.373047, -69.953392
0.218023, 3972.979980, -11114.500000, 11803.249023, -70.330101
0.179426, 4519.779785, -12878.900391, 13648.973633, -70.661766
0.147638, 5111.270020, -14988.099609, 15835.662109, -71.169510
0.121753, 5758.350098, -17458.800781, 18383.914063, -71.746162
0.100446, 6488.279785, -20365.699219, 21374.271484, -72.328720
