Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 50.998001, 25.296600, 56.927269, 26.382849
276480.000000, 50.180599, 22.320200, 54.920708, 23.979372
230400.000000, 49.377899, 18.686199, 52.795368, 20.728270
172800.000000, 48.606701, 13.930100, 50.563416, 15.991671
153600.000000, 48.303501, 12.326000, 49.851364, 14.315139
115200.000000, 47.898102, 9.135850, 48.761581, 10.798614
98742.898438, 47.868900, 7.746620, 48.491665, 9.192477
81317.601563, 47.791401, 6.158510, 48.186569, 7.342801
65828.601563, 47.814800, 4.821780, 48.057304, 5.758402
53169.199219, 47.842602, 3.810170, 47.994083, 4.553408
46080.000000, 47.953300, 3.146790, 48.056438, 3.754479
36378.898438, 48.002102, 2.177460, 48.051464, 2.597257
30052.199219, 47.878502, 1.572720, 47.904327, 1.881384
24685.699219, 48.001400, 1.027930, 48.012405, 1.226778
20329.400391, 48.062599, 0.469135, 48.064892, 0.559241
16457.099609, 48.122501, -0.107298, 48.122620, -0.127751
13552.900391, 48.189098, -0.539750, 48.192120, -0.641724
11148.400391, 48.430000, -0.953964, 48.439396, -1.128454
9600.000000, 48.397400, -1.527350, 48.421494, -1.807570
7854.549805, 48.511200, -1.945340, 48.550190, -2.296379
6400.000000, 48.638599, -2.555230, 48.705673, -3.007270
5236.359863, 48.855701, -3.119270, 48.955177, -3.653182
4320.000000, 49.031101, -3.902150, 49.186134, -4.550305
3526.530029, 49.359299, -4.699250, 49.582489, -5.438451
2880.000000, 49.495899, -5.608810, 49.812675, -6.465103
2367.120117, 49.974602, -6.630670, 50.412563, -7.557906
1963.640015, 50.505402, -7.832720, 51.109169, -8.815588
1614.949951, 50.817699, -9.113730, 51.628468, -10.167434
1329.229980, 51.481098, -10.939900, 52.630646, -11.997077
1093.670044, 52.131001, -12.478300, 53.603630, -13.461288
900.000000, 53.241798, -14.682000, 55.229069, -15.416769
744.828003, 54.181000, -16.994801, 56.783836, -17.414928
617.143005, 55.264099, -19.614599, 58.641735, -19.541035
514.286011, 56.460701, -22.500799, 60.779079, -21.728344
415.385010, 58.064800, -26.426600, 63.795658, -24.471352
342.856995, 59.689098, -30.517401, 67.038048, -27.079418
284.210999, 61.481201, -35.118500, 70.804291, -29.735315
232.257996, 63.655899, -40.903301, 75.664742, -32.723537
191.149994, 66.028801, -47.388199, 81.273880, -35.666618
157.664001, 68.622200, -54.951698, 87.913002, -38.687256
130.119995, 71.530502, -63.743801, 95.811714, -41.705563
106.931000, 74.837303, -74.359703, 105.498756, -44.816589
88.524597, 78.462601, -86.472801, 116.764397, -47.780430
72.973000, 82.746300, -101.335999, 130.827881, -50.766514
60.000000, 87.337799, -116.928001, 145.945358, -53.242603
49.541302, 92.930496, -136.824997, 165.399994, -55.815952
40.601501, 99.337196, -161.067993, 189.237350, -58.336174
33.540401, 105.133003, -188.533997, 215.865738, -60.854465
27.551001, 114.112000, -222.634003, 250.174835, -62.862404
22.689100, 124.117996, -262.061005, 289.967682, -64.656700
18.750000, 135.695007, -307.809998, 336.392822, -66.210197
15.517200, 149.024002, -361.274994, 390.804016, -67.584114
12.857100, 164.876007, -423.783997, 454.727356, -68.741142
10.465100, 185.229004, -504.665985, 537.584900, -69.845207
8.653850, 208.341003, -593.161987, 628.686829, -70.646790
7.142860, 236.052002, -698.278992, 737.098450, -71.322266
5.844160, 271.529999, -827.818970, 871.213440, -71.840172
4.838710, 312.079010, -971.075989, 1019.991089, -72.183929
3.982300, 362.808990, -1144.410034, 1200.543579, -72.409973
3.284670, 424.322998, -1344.969971, 1410.317017, -72.490112
2.694610, 501.513000, -1585.550049, 1662.974487, -72.447731
2.227720, 591.857971, -1854.699951, 1946.845581, -72.301468
1.829270, 705.601013, -2177.949951, 2289.396973, -72.048981
1.510070, 839.015015, -2539.909912, 2674.899658, -71.719933
1.243090, 1003.130005, -2961.889893, 3127.149170, -71.289833
1.022730, 1202.800049, -3454.340088, 3657.757813, -70.801903
0.845865, 1423.839966, -3985.770020, 4232.455566, -70.341713
0.694444, 1696.510010, -4626.299805, 4927.554688, -69.861519
0.573980, 1924.250000, -5356.850098, 5691.975098, -70.241058
0.472689, 2265.429932, -6191.100098, 6592.563477, -69.901558
0.390625, 2642.050049, -7231.850098, 7699.355957, -69.930969
0.321429, 3072.149902, -8344.620117, 8892.175781, -69.788338
0.264085, 3532.909912, -9669.250000, 10294.457031, -69.928917
0.218023, 4016.610107, -11207.099609, 11905.134766, -70.282394
0.179426, 4575.750000, -12980.700195, 13763.577148, -70.582237
0.147638, 5178.149902, -15112.799805, 15975.291992, -71.086838
0.121753, 5839.689941, -17601.199219, 18544.654297, -71.645294
0.100446, 6579.069824, -20538.500000, 21566.505859, -72.238243
