Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 2.300810, 4.832270, 5.352061, 64.539276
276480.000000, 2.788140, 3.995090, 4.871803, 55.089138
230400.000000, 3.191390, 3.352850, 4.628885, 46.413319
172800.000000, 3.565610, 2.475710, 4.340819, 34.773411
153600.000000, 3.656860, 2.176620, 4.255620, 30.761766
115200.000000, 3.854440, 1.553100, 4.155578, 21.946375
98742.898438, 3.924490, 1.303030, 4.135155, 18.367474
81317.601563, 3.983040, 1.016670, 4.110745, 14.318988
65828.601563, 4.034630, 0.750418, 4.103823, 10.536291
53169.199219, 4.098400, 0.467513, 4.124979, 6.507719
46080.000000, 4.113820, 0.320169, 4.126260, 4.450226
36378.898438, 4.143840, 0.113935, 4.145406, 1.574952
30052.199219, 4.169450, -0.039496, 4.169637, -0.542736
24685.699219, 4.202860, -0.193326, 4.207304, -2.633674
20329.400391, 4.233300, -0.343351, 4.247201, -4.636949
16457.099609, 4.272490, -0.513830, 4.303277, -6.857728
13552.900391, 4.331450, -0.682463, 4.384885, -8.953910
11148.400391, 4.391750, -0.858573, 4.474887, -11.061629
9600.000000, 4.333100, -0.989677, 4.444684, -12.865629
7854.549805, 4.412520, -1.201130, 4.573078, -15.227506
6400.000000, 4.505310, -1.437500, 4.729083, -17.696217
5236.359863, 4.606850, -1.704980, 4.912232, -20.309345
4320.000000, 4.719220, -1.988200, 5.120935, -22.845613
3526.530029, 4.854050, -2.330160, 5.384371, -25.643076
2880.000000, 4.997580, -2.726520, 5.692953, -28.615475
2367.120117, 5.162220, -3.169080, 6.057358, -31.545712
1963.640015, 5.339660, -3.656110, 6.471407, -34.399765
1614.949951, 5.544950, -4.265530, 6.995800, -37.569782
1329.229980, 5.760130, -4.959650, 7.601133, -40.729465
1093.670044, 6.009750, -5.774230, 8.334196, -43.855015
900.000000, 6.307490, -6.769610, 9.252678, -47.023884
744.828003, 6.612630, -7.876100, 10.283959, -49.983799
617.143005, 6.963480, -9.171580, 11.515553, -52.792583
514.286011, 7.350470, -10.649400, 12.939827, -55.385639
415.385010, 7.868350, -12.706000, 14.945012, -58.231617
342.856995, 8.415980, -14.913900, 17.124636, -60.563766
284.210999, 9.057430, -17.491600, 19.697540, -62.624161
232.257996, 9.845930, -20.745800, 22.963678, -64.611053
191.149994, 10.746400, -24.460300, 26.716875, -66.282173
157.664001, 11.801900, -28.820000, 31.142851, -67.730721
130.119995, 13.069500, -33.963799, 36.391640, -68.952942
106.931000, 14.612200, -40.172798, 42.747749, -70.011971
88.524597, 16.398500, -47.275398, 50.038727, -70.869774
72.973000, 18.628099, -55.950298, 58.969837, -71.585335
60.000000, 21.580700, -65.296303, 68.770157, -71.711052
49.541302, 24.942499, -76.739899, 80.691635, -71.994469
40.601501, 29.226400, -90.668297, 95.262390, -72.133568
33.540401, 33.613098, -106.133003, 111.328590, -72.426620
27.551001, 40.124802, -125.168999, 131.443054, -72.225983
22.689100, 47.840401, -146.690994, 154.295013, -71.937279
18.750000, 57.018600, -171.054001, 180.306931, -71.564888
15.517200, 67.761902, -198.735001, 209.969711, -71.172363
12.857100, 80.490303, -230.059998, 243.734055, -70.716759
10.465100, 96.683197, -269.283997, 286.114502, -70.249939
8.653850, 114.278000, -311.298004, 331.611084, -69.841728
7.142860, 134.274002, -359.074005, 383.358398, -69.496948
5.844160, 157.647995, -416.528992, 445.364227, -69.269333
4.838710, 181.919998, -478.739990, 512.139526, -69.193329
3.982300, 209.516998, -553.278015, 591.619751, -69.259178
3.284670, 239.311996, -639.419006, 682.734863, -69.480896
2.694610, 272.924988, -743.317993, 791.839417, -69.838219
2.227720, 308.394989, -861.143005, 914.699280, -70.296387
1.829270, 349.080994, -1005.440002, 1064.315308, -70.853409
1.510070, 393.036011, -1171.400024, 1235.578979, -71.452019
1.243090, 444.049988, -1371.400024, 1441.498657, -72.058411
1.022730, 503.503998, -1611.390015, 1688.222168, -72.647766
0.845865, 568.616028, -1885.069946, 1968.962402, -73.214493
0.694444, 648.732971, -2224.360107, 2317.031006, -73.740707
0.573980, 719.007019, -2618.330078, 2715.257568, -74.644783
0.472689, 825.940002, -3090.719971, 3199.176025, -75.038322
0.390625, 948.318970, -3675.139893, 3795.518555, -75.531235
0.321429, 1103.199951, -4343.399902, 4481.313477, -75.748566
0.264085, 1287.339966, -5145.419922, 5304.016602, -75.953423
0.218023, 1503.390015, -6078.740234, 6261.889648, -76.108414
0.179426, 1780.880005, -7188.660156, 7405.968262, -76.085991
0.147638, 2122.129883, -8506.660156, 8767.366211, -75.992493
0.121753, 2544.739990, -10046.900391, 10364.165039, -75.786682
0.100446, 3076.899902, -11858.400391, 12251.081055, -75.454216
