Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.665250, 4.575210, 4.623322, 81.726974
276480.000000, 1.227490, 3.444500, 3.656680, 70.385849
197486.000000, 2.097240, 2.430680, 3.210392, 49.211712
153600.000000, 2.445260, 1.828690, 3.053425, 36.791008
125673.000000, 2.627770, 1.433300, 2.993246, 28.609974
98742.898438, 2.796530, 1.097200, 3.004069, 21.422232
76800.000000, 2.910850, 0.801471, 3.019173, 15.394316
60104.300781, 2.991090, 0.537788, 3.039052, 10.192688
49371.398438, 3.007110, 0.387596, 3.031986, 7.344542
38400.000000, 3.021610, 0.215829, 3.029308, 4.085612
30052.199219, 3.036070, 0.068418, 3.036841, 1.290939
23834.500000, 3.048970, -0.065785, 3.049680, -1.236023
18681.099609, 3.067330, -0.206997, 3.074306, -3.860719
14706.400391, 3.084750, -0.362485, 3.105974, -6.702019
11520.000000, 3.114320, -0.521243, 3.157639, -9.501513
9600.000000, 3.138500, -0.661061, 3.207364, -11.894324
7513.040039, 3.178140, -0.869122, 3.294836, -15.294655
5760.000000, 3.225270, -1.140820, 3.421087, -19.479349
4547.370117, 3.290770, -1.429780, 3.587957, -23.484074
3600.000000, 3.356430, -1.776470, 3.797561, -27.891092
2880.000000, 3.436090, -2.174390, 4.066287, -32.326012
2273.679932, 3.513840, -2.668150, 4.412040, -37.210350
1781.439941, 3.644960, -3.321270, 4.931183, -42.339638
1416.390015, 3.802090, -4.075660, 5.573769, -46.988907
1122.079956, 4.006210, -5.010580, 6.415265, -51.355919
900.000000, 4.265440, -6.106700, 7.448877, -55.066265
720.000000, 4.584000, -7.429680, 8.730018, -58.326031
568.421021, 5.022480, -9.128050, 10.418570, -61.179317
440.816010, 5.661650, -11.394500, 12.723557, -63.578346
354.097992, 6.352400, -13.721000, 15.120146, -65.157326
276.923004, 7.355070, -16.845100, 18.380817, -66.412498
220.408005, 8.515290, -20.304501, 22.017786, -67.247833
174.194000, 9.968640, -24.512400, 26.461887, -67.869545
137.580002, 11.699700, -29.524900, 31.758507, -68.383278
109.091003, 13.658900, -35.414398, 37.957150, -68.908981
87.096802, 15.782600, -42.304798, 45.152924, -69.541016
68.354401, 18.369101, -51.513901, 54.691002, -70.374519
54.545502, 21.206600, -60.736401, 64.332191, -70.752930
42.857101, 24.466499, -73.749298, 77.701790, -71.646629
33.962299, 27.449200, -89.112900, 93.244667, -72.879738
26.865700, 31.693501, -108.668999, 113.196419, -73.740585
21.343901, 36.396801, -132.108994, 137.031067, -74.596817
17.307699, 41.339699, -158.380997, 163.687241, -75.371361
13.636400, 47.570000, -194.619995, 200.349319, -76.264763
10.714300, 54.843700, -240.158005, 246.340622, -77.136230
8.490570, 62.844601, -294.864014, 301.486694, -77.968529
6.716420, 72.155701, -363.364990, 370.459930, -78.768532
5.294120, 83.244499, -449.740997, 457.380157, -79.513557
4.166670, 95.950104, -558.801025, 566.978821, -80.256943
3.308820, 110.285004, -689.786987, 698.547668, -80.916283
2.616280, 127.740997, -855.752991, 865.234619, -81.509972
2.073730, 148.179993, -1061.260010, 1071.555054, -82.051369
1.642340, 173.020004, -1318.439941, 1329.744263, -82.523750
1.300580, 203.841995, -1639.949951, 1652.569946, -82.914597
1.032110, 240.703003, -2037.550049, 2051.718262, -83.262680
0.815217, 288.600006, -2543.189941, 2559.512695, -83.525795
0.646552, 346.523987, -3161.739990, 3180.672607, -83.745392
0.511364, 411.519989, -3943.449951, 3964.864014, -84.042442
0.407609, 503.286987, -4885.859863, 4911.712891, -84.118767
0.321429, 619.081970, -6137.549805, 6168.693359, -84.240204
0.254525, 779.257019, -7647.439941, 7687.039551, -84.181793
0.201613, 981.536987, -9527.389648, 9577.816406, -84.118004
0.159574, 1246.089966, -11877.500000, 11942.685547, -84.010933
0.126689, 1610.890015, -14682.299805, 14770.406250, -83.738754
0.100446, 1988.229980, -18383.400391, 18490.605469, -83.827240
