Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.143139, 4.236000, 4.238418, 88.064674
276480.000000, 0.719167, 3.198070, 3.277934, 77.326408
197486.000000, 1.558430, 2.252020, 2.738667, 55.316216
153600.000000, 1.926380, 1.685820, 2.559869, 41.189926
125673.000000, 2.118240, 1.336530, 2.504646, 32.250389
98742.898438, 2.289880, 1.016490, 2.505355, 23.936689
76800.000000, 2.398620, 0.753903, 2.514308, 17.448298
60104.300781, 2.476460, 0.519053, 2.530271, 11.837539
49371.398438, 2.497890, 0.381003, 2.526780, 8.672478
38400.000000, 2.506670, 0.231432, 2.517331, 5.274963
30052.199219, 2.513640, 0.100704, 2.515656, 2.294215
23834.500000, 2.526550, -0.019079, 2.526622, -0.432644
18681.099609, 2.538440, -0.141085, 2.542358, -3.181193
14706.400391, 2.553080, -0.262750, 2.566565, -5.875903
11520.000000, 2.574540, -0.402536, 2.605819, -8.886397
9600.000000, 2.594920, -0.511932, 2.644935, -11.160136
7513.040039, 2.622960, -0.683008, 2.710428, -14.595461
5760.000000, 2.665460, -0.902236, 2.814020, -18.700533
4547.370117, 2.709010, -1.137470, 2.938124, -22.776758
3600.000000, 2.761960, -1.420960, 3.106051, -27.224695
2880.000000, 2.830030, -1.745420, 3.324990, -31.664198
2273.679932, 2.428590, -2.149820, 3.243420, -41.515678
1781.439941, 2.540760, -2.676670, 3.690532, -46.492176
1416.390015, 2.682660, -3.286230, 4.242166, -50.774082
1122.079956, 2.860510, -4.034270, 4.945488, -54.661346
900.000000, 3.091970, -4.904490, 5.797784, -57.771175
720.000000, 3.380390, -5.949110, 6.842437, -60.393990
568.421021, 3.770300, -7.277300, 8.195991, -62.611759
440.816010, 4.314730, -8.998240, 9.979239, -64.381905
354.097992, 4.898930, -10.769900, 11.831748, -65.540527
276.923004, 5.696870, -13.112600, 14.296664, -66.517097
220.408005, 6.575860, -15.719500, 17.039501, -67.299225
174.194000, 7.614530, -18.908300, 20.383938, -68.064941
137.580002, 8.794890, -22.759001, 24.399225, -68.871696
109.091003, 10.083700, -27.359600, 29.158682, -69.768051
87.096802, 11.510400, -32.939602, 34.892788, -70.738564
68.354401, 13.214900, -40.378300, 42.485771, -71.877899
54.545502, 15.160100, -47.956200, 50.295383, -72.457016
42.857101, 17.402399, -58.653801, 61.180977, -73.474548
33.962299, 19.432301, -71.310501, 73.910767, -74.756866
26.865700, 22.435200, -87.485703, 90.316589, -75.616783
21.343901, 25.794500, -106.917999, 109.985519, -76.436310
17.307699, 29.334299, -128.768005, 132.067032, -77.166603
13.636400, 33.839901, -159.014008, 162.574890, -77.986053
10.714300, 39.134499, -197.085999, 200.933823, -78.769112
8.490570, 45.016701, -242.931000, 247.066742, -79.501801
6.716420, 52.007000, -300.481995, 304.949432, -80.180618
5.294120, 60.558399, -373.325012, 378.204834, -80.786079
4.166670, 70.681702, -465.345001, 470.682343, -81.363297
3.308820, 82.435799, -576.021973, 581.890869, -81.855576
2.616280, 97.592697, -716.258972, 722.877075, -82.241035
2.073730, 115.907997, -889.905029, 897.421631, -82.579155
1.642340, 138.957001, -1107.050049, 1115.736938, -82.845634
1.300580, 169.253998, -1377.729980, 1388.087524, -82.996300
1.032110, 207.391998, -1711.900024, 1724.416748, -83.092438
0.815217, 258.529999, -2135.540039, 2151.132080, -83.097321
0.646552, 322.996002, -2651.770020, 2671.368652, -83.055359
0.511364, 400.962006, -3302.550049, 3326.801270, -83.077629
0.407609, 511.112000, -4083.949951, 4115.808594, -82.866470
0.321429, 660.984009, -5117.430176, 5159.940918, -82.640251
0.254525, 869.596008, -6356.720215, 6415.924805, -82.210312
0.201613, 1148.050049, -7891.939941, 7975.006836, -81.723175
0.159574, 1531.150024, -9791.980469, 9910.968750, -81.112770
0.126689, 2055.889893, -12039.500000, 12213.772461, -80.309532
0.100446, 2706.959961, -15000.400391, 15242.691406, -79.770554
