T_K,delta_Ea_pred,ci_lower,ci_upper
232.483040201005,0.1138793738218794,0.08521126660658923,0.14254748103716958
233.07596314907872,0.11261566207354684,0.0841445109200621,0.1410868132270316
233.6688860971524,0.11135195032521433,0.08307101469153044,0.13963288595889822
234.26180904522613,0.11008823857688177,0.08199064102400619,0.13818583612975735
234.85473199329982,0.10882452682854926,0.08090325444019024,0.13674579921690827
235.44765494137351,0.10756081508021675,0.07980872126837416,0.13531290889205935
236.0405778894472,0.10629710333188425,0.07870691004309996,0.13388729662066853
236.63350083752093,0.10503339158355174,0.07759769191872755,0.13246909124837594
237.22642378559462,0.10376967983521923,0.07648094109376795,0.1310584185766705
237.81934673366834,0.10250596808688661,0.0753565352435522,0.12965540093022104
238.41226968174203,0.1012422563385541,0.07422435595852717,0.12826015671858104
239.00519262981572,0.09997854459022171,0.07308428918520657,0.12687279999523685
239.59811557788942,0.0987148328418892,0.07193622566656911,0.1254934400172093
240.19103852596314,0.09745112109355658,0.07078006137848686,0.1241221808086263
240.78396147403683,0.09618740934522407,0.0696156979585949,0.12275912073185324
241.37688442211055,0.09492369759689157,0.06844304312388783,0.1214043520698953
241.96980737018424,0.09365998584855906,0.06726201107325289,0.12005796062386523
242.56273031825793,0.09239627410022655,0.06607252287112585,0.11872002532932725
243.15565326633163,0.09113256235189404,0.06487450680849455,0.11739061789529354
243.74857621440535,0.08986885060356153,0.06366789873757549,0.11606980246954758
244.34149916247904,0.08860513885522903,0.062452642376652184,0.11475763533380587
244.93442211055276,0.08734142710689641,0.06122868958179148,0.11345416463200134
245.52734505862645,0.0860777153585639,0.05999600058244413,0.11215943013468367
246.12026800670014,0.08481400361023139,0.058754544178280424,0.11087346304218236
246.71319095477384,0.08355029186189888,0.05750429789501553,0.10959628582878224
247.30611390284756,0.08228658011356638,0.05624524809742054,0.10832791212971221
247.89903685092125,0.08102286836523387,0.054977390058200376,0.10706834667226736
248.49195979899497,0.07975915661690136,0.053700727981928854,0.10581758525187387
249.08488274706866,0.07849544486856885,0.052415274983758864,0.10457561475337884
249.67780569514235,0.07723173312023635,0.0511210530231585,0.10334241321731419
250.27072864321605,0.07596802137190384,0.0498180927934523,0.10211794995035538
250.86365159128977,0.07470430962357122,0.04850643356845774,0.1009021856786847
251.45657453936346,0.07344059787523871,0.0471861230079927,0.09969507274248472
252.04949748743718,0.0721768861269062,0.04585721692447494,0.09849655532933746
252.64242043551087,0.0709131743785737,0.044519779013241154,0.09730656974390624
253.23534338358456,0.06964946263024119,0.04317388054955979,0.09612504471092259
253.82826633165826,0.06838575088190868,0.041819600055606594,0.09495190170821077
254.42118927973198,0.06712203913357617,0.040457022940902365,0.09378705532624998
255.01411222780567,0.06585832738524366,0.039086241119879996,0.09263041365060734
255.6070351758794,0.06459461563691105,0.03770735261035171,0.09148187866347038
256.1999581239531,0.06333090388857854,0.036320461116689615,0.09034134666046746
256.7928810720268,0.06206719214024614,0.03492567560151197,0.08920870867898031
257.38580402010047,0.060803480391913634,0.03352310984959755,0.08808385093422971
257.9787269681742,0.059539768643581015,0.03211288202762427,0.08696665525953776
258.5716499162479,0.05827605689524851,0.030695114243159582,0.08585699954733743
259.1645728643216,0.057012345146916,0.029269932106124438,0.08475475818770756
259.7574958123953,0.05574863339858349,0.027837464295718286,0.0836598025014487
260.350418760469,0.054484921650250984,0.026397842135527753,0.08257200116497421
260.9433417085427,0.053221209901918476,0.02495119917926707,0.08149122062456989
261.53626465661637,0.05195749815358597,0.023497670809308948,0.08041732549786298
262.12918760469006,0.05069378640525346,0.022037393849872685,0.07935017896063423
262.7221105527638,0.04943007465692084,0.020570506196444842,0.07828964311739683
263.3150335008375,0.048166362908588334,0.019097146462723986,0.07723557935445269
263.9079564489112,0.046902651160255826,0.017617453646103527,0.07618784867440813
264.5008793969849,0.04563893941192332,0.016131566812450728,0.0751463120113959
265.09380234505863,0.0443752276635907,0.01463962480069093,0.07411083052649046
265.6867252931323,0.0431115159152583,0.013141765947484604,0.073081265883032
266.279648241206,0.041847804166925795,0.011638127832075029,0.07205748050177656
266.8725711892797,0.04058409241859329,0.010128847041207058,0.07103933779597951
267.4654941373534,0.03932038067026078,0.008614058953846093,0.07002670238667547
268.0584170854271,0.03805666892192827,0.007093897545291009,0.06901944029856553
268.6513400335008,0.036792957173595764,0.005568495210150379,0.06801741913704115
269.2442629815745,0.035529245425263256,0.0040379826035506355,0.06702050824697588
269.83718592964823,0.03426553367693064,0.0025024884998619615,0.06602857885399932
270.4301088777219,0.03300182192859813,0.0009621396681633101,0.06504150418903296
271.0230318257956,0.03173811018026562,-0.000582939236384368,0.0640591595969156
271.6159547738693,0.030474398431933114,-0.0021326257661170925,0.06308142262998331
272.20887772194305,0.029210686683600495,-0.003686799760286477,0.06210817312748747
272.80180067001675,0.027946974935267987,-0.005245343411211106,0.06113929328174708
273.39472361809044,0.02668326318693548,-0.006808141318057889,0.06017466769192885
273.98764656616413,0.025419551438603083,-0.008375080529136415,0.05921418340634258
274.5805695142378,0.024155839690270575,-0.009946050573578773,0.05825772995411992
275.1734924623115,0.022892127941938067,-0.011520943483249738,0.05730519936712587
275.7664154103852,0.02162841619360556,-0.013099653805709467,0.05635648619292059
276.3593383584589,0.020364704445273052,-0.01468207860901545,0.055411487499561554
276.95226130653265,0.019100992696940433,-0.01626811747911852,0.05447010287299939
277.54518425460634,0.017837280948607925,-0.017857672510569196,0.05353223440778505
278.13810720268003,0.016573569200275418,-0.019450648291215455,0.05259778669176629
278.7310301507537,0.01530985745194291,-0.021046951881529205,0.051666666785415025
279.3239530988275,0.014046145703610291,-0.022646492789164363,0.050738784196384945
279.91687604690117,0.012782433955277783,-0.024249182939306238,0.049814050849861805
280.50979899497486,0.011518722206945275,-0.025854936641337506,0.04889238105522806
281.10272194304855,0.010255010458612768,-0.02746367055230281,0.047973691469528346
281.69564489112224,0.00899129871028026,-0.029075303637622722,0.04705790105818324
282.28856783919593,0.007727586961947752,-0.03068975712946928,0.046144931053364785
282.8814907872696,0.0064638752136153554,-0.032306954483182326,0.04523470491041304
283.4744137353433,0.005200163465282848,-0.03392682133207453,0.044327148262640226
284.06733668341707,0.003936451716950229,-0.03554928544093979,0.04342218887484025
284.66025963149076,0.002672739968617721,-0.0371742766585541,0.04251975659578954
285.25318257956445,0.0014090282202852134,-0.03880172686942967,0.041619783310000096
285.84610552763814,0.00014531647195270558,-0.04043156994505502,0.04072220288896043
286.4390284757119,-0.0011183952763799132,-0.04206374169483457,0.03982695114207474
287.0319514237856,-0.002382107024712421,-0.04369817981691469,0.03893396576748985
287.6248743718593,-0.0036458187730449287,-0.04533482384906766,0.0380431863029778
288.21779731993297,-0.0049095305213774365,-0.04697361511977959,0.03715455407702472
288.81072026800666,-0.006173242269709944,-0.04861449669967715,0.03626801216025726
289.40364321608035,-0.007436954018042452,-0.050257413353407825,0.03538350531732292
289.99656616415405,-0.00870066576637496,-0.05190231149207551,0.03450097995932559
290.58948911222774,-0.009964377514707468,-0.053549139126318875,0.03362038409690394
291.1824120603015,-0.011228089263040086,-0.0551978458201083,0.03274166729402813
291.7753350083752,-0.012491801011372483,-0.05684838264532487,0.03186478062257991
292.3682579564489,-0.013755512759704991,-0.05850070213717788,0.0309896766177679
292.96118090452256,-0.015019224508037499,-0.060154758250501816,0.03011630923442682
293.5541038525963,-0.016282936256370117,-0.061810506316973546,0.02924463380423331
294.14702680067,-0.017546648004702625,-0.06346790300327557,0.028374606993870316
294.7399497487437,-0.018810359753035133,-0.0651269062702309,0.02750618676416064
295.3328726968174,-0.02007407150136764,-0.0667874753329228,0.026639332330187518
295.9257956448911,-0.02133778324970015,-0.06844957062181262,0.025774004122412326
296.5187185929648,-0.022601494998032656,-0.07011315374486145,0.024910163748796135
297.11164154103847,-0.023865206746365164,-0.07177818745065741,0.02404777395792708
297.70456448911216,-0.025128918494697672,-0.07344463559254732,0.02318679860315198
298.2974874371859,-0.02639263024303029,-0.07511246309376776,0.022327202607707188
298.8904103852596,-0.0276563419913628,-0.0767816359135669,0.021468951930841314
299.4833333333333,-0.028920053739695306,-0.07845212101430926,0.020612013534918643
