attapulgite_g,target_liquid_g,acid_solution_85wt_g,added_deionized_water_g,pure_h3po4_equiv_g,water_in_85wt_acid_g,total_water_g,computed_R,computed_N
1.0,1.04,0.950498,0.089502,0.807923,0.142575,0.232077,0.64,1.04
