sample_id,target_temperature_C,actual_temperature_C,normalized_file,nyquist_source_csv,n_points
2026.4.29CS,0.0,1.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T1.0C_seq035.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.4.29CS_Tp1C_nyquist_source.csv,65
2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.4.29CS_Tm20C_nyquist_source.csv,65
2026.4.29CS,-39.0,-38.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-38.0C_seq011.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.4.29CS_Tm38C_nyquist_source.csv,65
2026.5.9CS,0.0,0.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T0.0C_seq029.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.5.9CS_Tp0C_nyquist_source.csv,65
2026.5.9CS,-21.0,-21.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T-21.0C_seq005.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.5.9CS_Tm21C_nyquist_source.csv,65
2026.5.9CS,-39.0,-39.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.5.9CS\2026.5.9CS_T-39.0C_seq011.txt,three_pillars/pillar2_descriptor_qc/eis_qc_v2/representative_nyquist/2026.5.9CS_Tm39C_nyquist_source.csv,65
