Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 1.661190, 4.519960, 4.815557, 69.820457
276480.000000, 2.229660, 3.788560, 4.395972, 59.522156
197486.000000, 2.872090, 2.699900, 3.941873, 43.229965
153600.000000, 3.122290, 2.040450, 3.729897, 33.165051
125673.000000, 3.272270, 1.626400, 3.654166, 26.428524
98742.898438, 3.395590, 1.229820, 3.611439, 19.909452
76800.000000, 3.465660, 0.890321, 3.578194, 14.407612
60104.300781, 3.538790, 0.565956, 3.583761, 9.086324
49371.398438, 3.564840, 0.381445, 3.585190, 6.107523
38400.000000, 3.596940, 0.181712, 3.601527, 2.892038
30052.199219, 3.620530, -0.004660, 3.620533, -0.073746
23834.500000, 3.647230, -0.173002, 3.651331, -2.715722
18681.099609, 3.682600, -0.343948, 3.698627, -5.335840
14706.400391, 3.722510, -0.528347, 3.759818, -8.078206
11520.000000, 3.779360, -0.730373, 3.849287, -10.937754
9600.000000, 3.824560, -0.887476, 3.926178, -13.064084
7513.040039, 3.908370, -1.137790, 4.070617, -16.231136
5760.000000, 4.004980, -1.437740, 4.255228, -19.747532
4547.370117, 4.108030, -1.761020, 4.469575, -23.203726
3600.000000, 4.232950, -2.134550, 4.740693, -26.760443
2880.000000, 4.360450, -2.561580, 5.057194, -30.432434
2273.679932, 4.477100, -3.084470, 5.436762, -34.564655
1781.439941, 4.667360, -3.753790, 5.989590, -38.808472
1416.390015, 4.878440, -4.534060, 6.660096, -42.904625
1122.079956, 5.124540, -5.487740, 7.508409, -46.960155
900.000000, 5.408950, -6.616380, 8.545948, -50.733692
720.000000, 5.728770, -7.982160, 9.825155, -54.333126
568.421021, 6.146360, -9.753800, 11.528850, -57.782909
440.816010, 6.717990, -12.157400, 13.890059, -61.075649
354.097992, 7.311460, -14.675200, 16.395700, -63.516644
276.923004, 8.152490, -18.125700, 19.874710, -65.782967
220.408005, 9.153710, -22.074900, 23.897524, -67.477875
174.194000, 10.462000, -27.021400, 28.976015, -68.834869
137.580002, 12.156400, -33.062698, 35.226696, -69.812675
109.091003, 14.305300, -40.296700, 42.760563, -70.455170
87.096802, 16.954201, -48.790298, 51.652088, -70.838104
68.354401, 20.687599, -60.055599, 63.518909, -70.992493
54.545502, 25.328300, -71.127502, 75.502609, -70.399338
42.857101, 31.439400, -86.172600, 91.728691, -69.955902
33.962299, 38.176201, -103.169998, 110.006683, -69.693916
26.865700, 47.647400, -123.651001, 132.513565, -68.926445
21.343901, 58.819302, -146.751999, 158.100784, -68.158722
17.307699, 70.882004, -171.186005, 185.280609, -67.507309
13.636400, 86.527901, -202.856995, 220.540329, -66.899513
10.714300, 104.714996, -240.360992, 262.180542, -66.459297
8.490570, 124.557999, -283.144012, 309.330292, -66.254807
6.716420, 147.126007, -334.457001, 365.386841, -66.255539
5.294120, 173.033997, -396.794006, 432.881348, -66.438934
4.166670, 202.610992, -472.903992, 514.479736, -66.807770
3.308820, 235.309006, -561.700989, 608.997803, -67.270111
2.616280, 274.040009, -670.754028, 724.574951, -67.777283
2.073730, 318.773010, -801.706970, 862.757385, -68.316345
1.642340, 371.098999, -960.244995, 1029.458496, -68.870346
1.300580, 432.769989, -1150.699951, 1229.390137, -69.389084
1.032110, 503.423004, -1379.300049, 1468.299438, -69.948715
0.815217, 581.763977, -1658.550049, 1757.622681, -70.670845
0.646552, 667.419983, -1994.599976, 2103.301758, -71.499069
0.511364, 739.883972, -2420.040039, 2530.616943, -72.999931
0.407609, 840.260010, -2921.679932, 3040.107178, -73.955025
0.321429, 957.523987, -3622.989990, 3747.386963, -75.195724
0.254525, 1095.069946, -4426.629883, 4560.068848, -76.105019
0.201613, 1255.989990, -5435.200195, 5578.432617, -76.988243
0.159574, 1457.390015, -6696.720215, 6853.469727, -77.722305
0.126689, 1712.760010, -8241.030273, 8417.132813, -78.259186
0.100446, 2044.760010, -10180.000000, 10383.325195, -78.642662
