Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.952190, 3.124040, 3.683839, 57.999039
276480.000000, -1.259750, 2.229430, 2.560728, 60.531174
197486.000000, -0.389843, 1.560940, 1.608885, 75.977303
153600.000000, -0.021749, 1.157810, 1.158014, 88.923706
125673.000000, 0.184737, 0.909625, 0.928195, 78.519859
98742.898438, 0.351124, 0.678010, 0.763535, 62.621525
76800.000000, 0.464398, 0.487252, 0.673112, 46.375702
60104.300781, 0.540411, 0.317021, 0.626535, 30.397142
49371.398438, 0.557346, 0.213950, 0.597000, 21.000441
38400.000000, 0.570789, 0.092536, 0.578241, 9.208613
30052.199219, 0.581805, -0.016255, 0.582032, -1.600375
23834.500000, 0.594447, -0.119280, 0.606296, -11.346128
18681.099609, 0.607815, -0.229923, 0.649849, -20.720526
14706.400391, 0.624861, -0.349362, 0.715895, -29.209711
11520.000000, 0.646068, -0.484285, 0.807425, -36.854801
9600.000000, 0.665032, -0.599328, 0.895244, -42.025234
7513.040039, 0.696380, -0.778526, 1.044532, -48.187836
5760.000000, 0.738273, -1.015490, 1.255495, -53.982418
4547.370117, 0.787136, -1.272840, 1.496564, -58.266972
3600.000000, 0.848726, -1.580790, 1.794222, -61.768661
2880.000000, 0.922004, -1.938680, 2.146758, -64.565018
2273.679932, 1.016840, -2.382390, 2.590318, -66.886482
1781.439941, 1.147560, -2.957410, 3.172250, -68.792313
1416.390015, 1.315190, -3.622380, 3.853746, -70.045395
1122.079956, 1.527000, -4.442980, 4.698063, -71.032753
900.000000, 1.798510, -5.390590, 5.682702, -71.549294
720.000000, 2.139910, -6.521290, 6.863413, -71.833153
568.421021, 2.606020, -7.957180, 8.373055, -71.866089
440.816010, 3.257220, -9.815610, 10.341938, -71.642052
354.097992, 3.968860, -11.721800, 12.375477, -71.294533
276.923004, 4.975330, -14.242300, 15.086319, -70.743919
220.408005, 6.129480, -17.011900, 18.082457, -70.185638
174.194000, 7.576430, -20.343000, 21.708061, -69.572960
137.580002, 9.313300, -24.269699, 25.995304, -69.006104
109.091003, 11.318200, -28.815201, 30.958319, -68.555801
87.096802, 13.602100, -34.138901, 36.748901, -68.275970
68.354401, 16.434601, -41.010502, 44.180962, -68.161980
54.545502, 19.560301, -47.658401, 51.516296, -67.685417
42.857101, 23.315399, -56.875999, 61.469398, -67.709618
33.962299, 27.078100, -67.494102, 72.723289, -68.139748
26.865700, 32.100300, -80.611198, 86.767471, -68.286987
21.343901, 37.680599, -95.867401, 103.006729, -68.542732
17.307699, 43.441101, -112.560997, 120.652840, -68.896706
13.636400, 50.589500, -135.054001, 144.218170, -69.464691
10.714300, 58.610001, -162.727997, 172.961075, -70.192421
8.490570, 67.096802, -195.496002, 206.689789, -71.057106
6.716420, 76.482002, -236.087006, 248.166412, -72.049911
5.294120, 86.834503, -286.743988, 299.603638, -73.152153
4.166670, 98.042297, -350.468994, 363.924194, -74.371246
3.308820, 109.728996, -426.882996, 440.760193, -75.584381
2.616280, 122.884003, -523.817993, 538.038818, -76.797554
2.073730, 137.223007, -644.153992, 658.608032, -77.974129
1.642340, 153.492004, -795.426025, 810.100220, -79.077988
1.300580, 173.279007, -985.025024, 1000.149963, -80.022987
1.032110, 196.595001, -1220.229980, 1235.965454, -80.847580
0.815217, 226.110992, -1519.530029, 1536.260986, -81.536285
0.646552, 257.510986, -1876.859985, 1894.443237, -82.187622
0.511364, 302.059998, -2352.040039, 2371.356689, -82.681870
0.407609, 360.471008, -2912.709961, 2934.930908, -82.945030
0.321429, 435.251007, -3658.560059, 3684.359619, -83.215515
0.254525, 536.052979, -4554.319824, 4585.758789, -83.287033
0.201613, 668.002991, -5667.700195, 5706.930176, -83.278069
0.159574, 838.643005, -7056.629883, 7106.289551, -83.222481
0.126689, 1057.689941, -8762.299805, 8825.905273, -83.117180
0.100446, 1345.280029, -10881.400391, 10964.244141, -82.952240
