Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.826590, 3.176360, 3.664109, 60.098618
276480.000000, -1.254030, 2.270990, 2.594222, 61.092739
197486.000000, -0.350332, 1.597340, 1.635307, 77.629623
153600.000000, 0.014498, 1.162100, 1.162190, 89.285088
125673.000000, 0.226191, 0.909669, 0.937369, 76.036469
98742.898438, 0.403113, 0.669321, 0.781339, 58.940639
76800.000000, 0.496500, 0.477844, 0.689092, 43.903080
60104.300781, 0.588957, 0.299631, 0.660794, 26.964651
49371.398438, 0.604209, 0.193905, 0.634561, 17.792669
38400.000000, 0.618688, 0.068809, 0.622503, 6.346238
30052.199219, 0.632734, -0.045824, 0.634391, -4.142282
23834.500000, 0.646755, -0.154981, 0.665065, -13.475613
18681.099609, 0.663121, -0.273741, 0.717401, -22.431181
14706.400391, 0.682750, -0.402376, 0.792499, -30.512806
11520.000000, 0.708068, -0.548434, 0.895623, -37.759571
9600.000000, 0.729519, -0.673448, 0.992839, -42.711338
7513.040039, 0.763750, -0.868093, 1.156244, -48.658619
5760.000000, 0.811081, -1.125560, 1.387349, -54.223396
4547.370117, 0.862999, -1.406640, 1.650274, -58.470135
3600.000000, 0.927868, -1.745370, 1.976678, -62.004143
2880.000000, 1.006780, -2.140730, 2.365656, -64.812523
2273.679932, 1.102190, -2.630020, 2.851636, -67.262390
1781.439941, 1.241530, -3.271200, 3.498878, -69.216576
1416.390015, 1.411140, -4.008890, 4.250002, -70.607796
1122.079956, 1.622680, -4.923860, 5.184350, -71.760132
900.000000, 1.898790, -5.986880, 6.280775, -72.403137
720.000000, 2.247150, -7.266140, 7.605687, -72.815079
568.421021, 2.725330, -8.900820, 9.308706, -72.976013
440.816010, 3.406690, -11.061100, 11.573827, -72.881783
354.097992, 4.152820, -13.276000, 13.910359, -72.629974
276.923004, 5.229400, -16.223000, 17.045010, -72.133545
220.408005, 6.491990, -19.486700, 20.539654, -71.574532
174.194000, 8.105440, -23.432800, 24.795046, -70.919426
137.580002, 10.092500, -28.085699, 29.844011, -70.234276
109.091003, 12.439900, -33.466999, 35.704216, -69.609581
87.096802, 15.115100, -39.626301, 42.411201, -69.121094
68.354401, 18.520700, -47.648300, 51.121201, -68.759094
54.545502, 22.285700, -55.344398, 59.662842, -68.066689
42.857101, 26.808201, -65.962898, 71.202415, -67.882523
33.962299, 31.322901, -78.151901, 84.195274, -68.159325
26.865700, 37.330002, -93.205200, 100.402878, -68.173203
21.343901, 44.036800, -110.712997, 119.149521, -68.309486
17.307699, 51.059399, -129.860992, 139.538315, -68.535980
13.636400, 59.908699, -155.533997, 166.672958, -68.934288
10.714300, 70.054703, -186.996002, 199.687683, -69.462425
8.490570, 81.040604, -224.048004, 238.254242, -70.114395
6.716420, 93.327904, -269.324005, 285.035980, -70.887451
5.294120, 107.244003, -325.587006, 342.794647, -71.768814
4.166670, 122.565002, -395.674988, 414.223206, -72.789024
3.308820, 138.621002, -479.041992, 498.695313, -73.861076
2.616280, 156.393005, -583.903015, 604.484497, -75.005806
2.073730, 175.460999, -713.486023, 734.744080, -76.183952
1.642340, 196.272003, -875.682983, 897.409241, -77.366753
1.300580, 220.164993, -1078.869995, 1101.105469, -78.466003
1.032110, 246.886002, -1331.109985, 1353.811890, -79.492531
0.815217, 279.009003, -1652.500000, 1675.888550, -80.416534
0.646552, 311.174011, -2036.369995, 2060.007813, -81.311943
0.511364, 356.135986, -2547.100098, 2571.876953, -82.040512
0.407609, 413.843994, -3151.399902, 3178.456787, -82.518715
0.321429, 484.951996, -3957.949951, 3987.548828, -83.014610
0.254525, 580.609009, -4928.799805, 4962.879395, -83.281601
0.201613, 698.658997, -6134.910156, 6174.564453, -83.502998
0.159574, 857.692993, -7637.180176, 7685.190918, -83.592255
0.126689, 1047.410034, -9486.230469, 9543.879883, -83.699265
0.100446, 1293.900024, -11801.400391, 11872.120117, -83.743103
