Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, -1.927370, 3.164030, 3.704840, 58.652306
276480.000000, -1.258080, 2.215220, 2.547541, 60.406651
197486.000000, -0.414251, 1.568450, 1.622233, 75.205162
153600.000000, -0.035465, 1.177720, 1.178254, 88.275238
125673.000000, 0.161774, 0.917475, 0.931628, 80.000107
98742.898438, 0.358598, 0.678562, 0.767489, 62.145004
76800.000000, 0.455752, 0.496971, 0.674307, 47.477322
60104.300781, 0.527015, 0.318038, 0.615543, 31.109743
49371.398438, 0.541863, 0.216145, 0.583382, 21.746675
38400.000000, 0.556186, 0.097761, 0.564712, 9.969095
30052.199219, 0.567489, -0.011531, 0.567606, -1.164042
23834.500000, 0.577592, -0.113068, 0.588555, -11.076017
18681.099609, 0.591052, -0.223127, 0.631766, -20.681936
14706.400391, 0.607842, -0.340403, 0.696668, -29.249647
11520.000000, 0.629053, -0.473626, 0.787419, -36.976788
9600.000000, 0.646779, -0.586642, 0.873196, -42.208683
7513.040039, 0.677615, -0.763236, 1.020633, -48.400738
5760.000000, 0.719283, -0.995866, 1.228461, -54.160595
4547.370117, 0.767187, -1.248350, 1.465249, -58.426758
3600.000000, 0.828474, -1.551260, 1.758629, -61.894875
2880.000000, 0.901799, -1.901210, 2.104244, -64.623657
2273.679932, 0.995781, -2.335440, 2.538870, -66.907654
1781.439941, 1.128620, -2.902460, 3.114171, -68.751457
1416.390015, 1.291790, -3.554980, 3.782407, -70.030136
1122.079956, 1.503210, -4.353720, 4.605922, -70.951736
900.000000, 1.773100, -5.279050, 5.568864, -71.434097
720.000000, 2.112390, -6.381770, 6.722290, -71.685257
568.421021, 2.576150, -7.779430, 8.194881, -71.677757
440.816010, 3.220040, -9.588850, 10.115073, -71.437393
354.097992, 3.920970, -11.436900, 12.090356, -71.076477
276.923004, 4.911780, -13.889500, 14.732406, -70.524742
220.408005, 6.043740, -16.568001, 17.635914, -69.958839
174.194000, 7.456430, -19.804199, 21.161396, -69.368263
137.580002, 9.143980, -23.600700, 25.310184, -68.821373
109.091003, 11.083900, -28.007299, 30.120785, -68.408798
87.096802, 13.292900, -33.171600, 35.735924, -68.162483
68.354401, 16.029200, -39.851501, 42.954365, -68.088860
54.545502, 19.045601, -46.314999, 50.078079, -67.646614
42.857101, 22.681000, -55.285198, 59.756847, -67.693893
33.962299, 26.319799, -65.606796, 70.689346, -68.140579
26.865700, 31.170300, -78.368401, 84.339752, -68.310272
21.343901, 36.544300, -93.209297, 100.117226, -68.591492
17.307699, 42.075199, -109.436996, 117.246658, -68.969765
13.636400, 48.908199, -131.330994, 140.142227, -69.574463
10.714300, 56.559299, -158.330002, 168.128952, -70.342041
8.490570, 64.621902, -190.358994, 201.028687, -71.248993
6.716420, 73.491096, -230.065994, 241.518753, -72.284706
5.294120, 83.280800, -279.696991, 291.832306, -73.418915
4.166670, 93.929298, -342.136993, 354.796326, -74.648415
3.308820, 104.952003, -417.278992, 430.275116, -75.882080
2.616280, 117.418999, -512.538025, 525.815979, -77.096588
2.073730, 131.240005, -630.877991, 644.384155, -78.248520
1.642340, 147.089005, -779.604980, 793.359375, -79.315529
1.300580, 166.563995, -966.012024, 980.266724, -80.217010
1.032110, 189.807999, -1197.180054, 1212.133301, -80.990974
0.815217, 219.524002, -1491.000000, 1507.073853, -81.624382
0.646552, 251.259995, -1839.329956, 1856.412231, -82.221306
0.511364, 297.455994, -2305.459961, 2324.570068, -82.648170
0.407609, 357.484009, -2854.209961, 2876.510010, -82.860977
0.321429, 435.079987, -3583.560059, 3609.875000, -83.077599
0.254525, 541.856018, -4459.850098, 4492.645996, -83.072762
0.201613, 679.059021, -5548.899902, 5590.296387, -83.022987
0.159574, 864.317993, -6903.890137, 6957.783203, -82.864082
0.126689, 1110.349976, -8564.589844, 8636.265625, -82.613106
0.100446, 1429.750000, -10627.400391, 10723.144531, -82.337761
