Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 234.761993, -48.262901, 239.671646, -11.617139
276480.000000, 238.126007, -52.161598, 243.772079, -12.355513
197486.000000, 259.186005, -62.048100, 266.509583, -13.463007
153600.000000, 275.747986, -62.981300, 282.849060, -12.865759
125673.000000, 287.880005, -59.444599, 293.953308, -11.667079
98742.898438, 300.764008, -56.405602, 306.007477, -10.621929
76800.000000, 312.006989, -50.321201, 316.038910, -9.161898
60104.300781, 319.319000, -44.209000, 322.364807, -7.882365
49371.398438, 324.431000, -39.047699, 326.772400, -6.862964
38400.000000, 329.032013, -34.918201, 330.879639, -6.057786
30052.199219, 339.381012, -31.585100, 340.847595, -5.317019
23834.500000, 335.697998, -25.750500, 336.684174, -4.386417
18681.099609, 338.032013, -25.446400, 338.988434, -4.304996
14706.400391, 337.710999, -22.907499, 338.487030, -3.880524
11520.000000, 342.640015, -21.269699, 343.299561, -3.552131
9600.000000, 345.335999, -21.025299, 345.975464, -3.484073
7513.040039, 347.579987, -22.353201, 348.298035, -3.679679
5760.000000, 350.928009, -23.238400, 351.696594, -3.788586
4547.370117, 355.838989, -20.995199, 356.457825, -3.376649
3600.000000, 360.157013, -22.222601, 360.841949, -3.530819
2880.000000, 362.621002, -22.511900, 363.319122, -3.552424
2273.679932, 365.459015, -18.801201, 365.942322, -2.945010
1781.439941, 368.733002, -17.210300, 369.134430, -2.672292
1416.390015, 372.122986, -16.621799, 372.494019, -2.557559
1122.079956, 373.188995, -17.122801, 373.581604, -2.627025
900.000000, 375.759003, -17.091200, 376.147491, -2.604274
720.000000, 377.194000, -17.709700, 377.609528, -2.688130
568.421021, 378.494995, -19.068399, 378.975006, -2.884096
440.816010, 380.074005, -21.395599, 380.675751, -3.221965
354.097992, 381.315002, -23.918800, 382.064423, -3.589298
276.923004, 383.415009, -27.954000, 384.432709, -4.169940
220.408005, 385.389008, -32.720200, 386.775513, -4.852874
174.194000, 387.851990, -38.902302, 389.798096, -5.727721
137.580002, 390.605988, -46.821400, 393.402191, -6.835353
109.091003, 394.148987, -56.384899, 398.161621, -8.141200
87.096802, 398.585999, -68.285301, 404.392975, -9.721473
68.354401, 405.364990, -84.348602, 414.047668, -11.754412
54.545502, 406.002014, -97.353600, 417.510895, -13.484140
42.857101, 411.559998, -119.255997, 428.489929, -16.159779
33.962299, 415.769989, -146.912994, 440.962708, -19.460943
26.865700, 425.417999, -179.065994, 461.568085, -22.827091
21.343901, 435.214996, -217.783005, 486.663666, -26.583532
17.307699, 445.487000, -260.812988, 516.219055, -30.347092
13.636400, 459.364014, -320.592987, 560.174194, -34.911427
10.714300, 476.109009, -395.339996, 618.848511, -39.704750
8.490570, 497.076996, -484.333008, 694.020203, -44.256031
6.716420, 522.935974, -594.796021, 791.987549, -48.678539
5.294120, 556.294006, -731.406006, 918.922058, -52.744045
4.166670, 600.380981, -900.418030, 1082.224609, -56.305424
3.308820, 654.734985, -1097.050049, 1277.574585, -59.170647
2.616280, 725.767029, -1339.449951, 1523.438232, -61.549404
2.073730, 814.846985, -1628.000000, 1820.538208, -63.411110
1.642340, 926.179993, -1974.000000, 2180.478271, -64.864525
1.300580, 1063.170044, -2385.040039, 2611.272949, -65.974304
1.032110, 1228.790039, -2873.919922, 3125.594482, -66.850098
0.815217, 1421.689941, -3461.929932, 3742.480713, -67.673805
0.646552, 1647.140015, -4155.930176, 4470.438965, -68.379860
0.511364, 1849.229980, -5035.339844, 5364.167969, -69.834229
0.407609, 2130.379883, -6040.600098, 6405.260742, -70.573433
0.321429, 2477.719971, -7433.839844, 7835.883789, -71.566620
0.254525, 2871.699951, -8979.519531, 9427.536133, -72.265434
0.201613, 3318.120117, -10899.799805, 11393.663086, -73.068680
0.159574, 3848.949951, -13270.799805, 13817.689453, -73.826172
0.126689, 4506.879883, -15940.000000, 16564.888672, -74.212280
0.100446, 5186.259766, -19970.599609, 20633.035156, -75.442169
