Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 154.151993, 49.326599, 161.851639, 17.743984
276480.000000, 150.429001, 43.814701, 156.679977, 16.238993
197486.000000, 144.694000, 32.475601, 148.293686, 12.650022
153600.000000, 142.154007, 24.899000, 144.318130, 9.934868
125673.000000, 141.095001, 19.831100, 142.481827, 8.000594
98742.898438, 140.503998, 15.295000, 141.334045, 6.212647
76800.000000, 139.671997, 11.406300, 140.136978, 4.668694
60104.300781, 139.977997, 8.378840, 140.228546, 3.425539
49371.398438, 139.914993, 7.095790, 140.094803, 2.903269
38400.000000, 141.145004, 3.726680, 141.194199, 1.512441
30052.199219, 140.649994, 2.156650, 140.666534, 0.878473
23834.500000, 140.350998, 2.211400, 140.368423, 0.902690
18681.099609, 140.667999, 1.786830, 140.679352, 0.727758
14706.400391, 141.651001, 0.033621, 141.651001, 0.013599
11520.000000, 140.910995, -0.835511, 140.913467, -0.339723
9600.000000, 141.259003, -1.450120, 141.266449, -0.588160
7513.040039, 141.524002, -1.941300, 141.537323, -0.785883
5760.000000, 142.132996, -2.820880, 142.160980, -1.136986
4547.370117, 142.154007, -4.430580, 142.223038, -1.785186
3600.000000, 142.613007, -5.551690, 142.721024, -2.229305
2880.000000, 142.569000, -7.309400, 142.756256, -2.934940
2273.679932, 143.563004, -8.184970, 143.796143, -3.263077
1781.439941, 145.472000, -8.750700, 145.734955, -3.442413
1416.390015, 144.005005, -13.484200, 144.634933, -5.349409
1122.079956, 145.785995, -15.208600, 146.577133, -5.955634
900.000000, 147.468994, -18.271400, 148.596603, -7.062949
720.000000, 148.770996, -22.065599, 150.398468, -8.436561
568.421021, 150.470001, -26.876101, 152.851395, -10.127054
440.816010, 152.653000, -33.087200, 156.197632, -12.229563
354.097992, 155.104996, -39.571899, 160.073395, -14.312532
276.923004, 158.440002, -48.191299, 165.606873, -16.917727
220.408005, 162.328995, -57.792801, 172.309921, -19.596884
174.194000, 166.994003, -69.506599, 180.881638, -22.598160
137.580002, 172.554001, -83.512001, 191.700638, -25.825871
109.091003, 179.074997, -99.941101, 205.075790, -29.165724
87.096802, 186.737000, -119.245003, 221.562805, -32.561157
68.354401, 196.694000, -144.787994, 244.237778, -36.357075
54.545502, 205.132996, -168.662994, 265.568726, -39.427486
42.857101, 216.774002, -203.276001, 297.173523, -43.159473
33.962299, 227.649002, -244.298004, 333.924530, -47.020401
26.865700, 243.604996, -294.872009, 382.482544, -50.438591
21.343901, 261.056000, -354.959015, 440.620178, -53.667233
17.307699, 279.118011, -421.182007, 505.273346, -56.467499
13.636400, 303.260986, -512.945007, 595.885742, -59.407764
10.714300, 332.062988, -627.406982, 709.862915, -62.109409
8.490570, 366.278015, -763.562988, 846.869507, -64.373161
6.716420, 409.183014, -932.189026, 1018.040833, -66.300995
5.294120, 463.270996, -1141.520020, 1231.944824, -67.910873
4.166670, 532.505981, -1400.699951, 1498.506958, -69.184624
3.308820, 617.208008, -1703.619995, 1811.978638, -70.084953
2.616280, 728.893005, -2079.179932, 2203.241699, -70.680992
2.073730, 869.874023, -2528.370117, 2673.824219, -71.014465
1.642340, 1050.979980, -3071.989990, 3246.795410, -71.113312
1.300580, 1285.880005, -3719.649902, 3935.642578, -70.929779
1.032110, 1586.000000, -4490.490234, 4762.341797, -70.547241
0.815217, 1961.339966, -5402.819824, 5747.809570, -70.048019
0.646552, 2433.280029, -6467.839844, 6910.412598, -69.383095
0.511364, 2929.270020, -7760.430176, 8294.872070, -69.320366
0.407609, 3604.760010, -9193.629883, 9875.076172, -68.590187
0.321429, 4471.720215, -11080.200195, 11948.519531, -68.022102
0.254525, 5470.109863, -13072.000000, 14170.366211, -67.292641
0.201613, 6603.069824, -15442.200195, 16794.703125, -66.848495
0.159574, 7910.629883, -18252.099609, 19892.642578, -66.567642
0.126689, 9391.900391, -21229.900391, 23214.574219, -66.135880
0.100446, 11066.599609, -26076.199219, 28327.333984, -67.003883
