Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.808969, 4.090460, 4.169687, 78.812996
276480.000000, 1.332620, 3.345850, 3.601470, 68.283089
197486.000000, 2.054600, 2.377010, 3.141904, 49.161068
153600.000000, 2.297350, 1.795020, 2.915461, 38.002071
125673.000000, 2.445590, 1.439960, 2.838027, 30.489517
98742.898438, 2.575850, 1.089220, 2.796677, 22.921486
76800.000000, 2.655110, 0.781348, 2.767691, 16.398148
60104.300781, 2.722940, 0.485485, 2.765881, 10.109289
49371.398438, 2.745250, 0.329977, 2.765010, 6.854027
38400.000000, 2.774530, 0.141968, 2.778160, 2.929173
30052.199219, 2.799130, -0.015508, 2.799173, -0.317438
23834.500000, 2.831370, -0.164834, 2.836164, -3.331830
18681.099609, 2.859110, -0.320535, 2.877022, -6.396723
14706.400391, 2.899260, -0.481162, 2.938916, -9.422939
11520.000000, 2.953730, -0.655306, 3.025549, -12.508871
9600.000000, 2.996940, -0.799999, 3.101878, -14.945964
7513.040039, 3.063900, -1.015990, 3.227959, -18.345535
5760.000000, 3.150320, -1.290820, 3.404516, -22.280998
4547.370117, 3.242910, -1.577830, 3.606385, -25.945126
3600.000000, 3.340610, -1.920960, 3.853539, -29.900311
2880.000000, 3.454360, -2.306880, 4.153830, -33.735668
2273.679932, 3.564440, -2.780340, 4.520566, -37.954998
1781.439941, 3.729610, -3.401050, 5.047488, -42.361843
1416.390015, 3.902330, -4.121250, 5.675640, -46.562904
1122.079956, 4.121260, -5.007900, 6.485665, -50.547272
900.000000, 4.375740, -6.053600, 7.469482, -54.139370
720.000000, 4.670800, -7.325920, 8.688238, -57.479561
568.421021, 5.056780, -8.972470, 10.299333, -60.594891
440.816010, 5.597580, -11.195700, 12.517052, -63.436058
354.097992, 6.165120, -13.517900, 14.857400, -65.483658
276.923004, 6.990330, -16.697599, 18.101782, -67.283737
220.408005, 7.972570, -20.318800, 21.826944, -68.576248
174.194000, 9.272860, -24.838800, 26.513241, -69.528313
137.580002, 10.961200, -30.332100, 32.251888, -70.131508
109.091003, 13.096000, -36.854698, 39.112324, -70.437775
87.096802, 15.730000, -44.466599, 47.166843, -70.518845
68.354401, 19.396900, -54.471901, 57.822380, -70.399689
54.545502, 23.886700, -64.183998, 68.484741, -69.586769
42.857101, 29.698999, -77.286102, 82.795967, -68.979553
33.962299, 35.992401, -91.964104, 98.756516, -68.625900
26.865700, 44.569698, -109.570000, 118.287964, -67.865028
21.343901, 54.415798, -129.382996, 140.360397, -67.189384
17.307699, 64.795097, -150.445999, 163.805984, -66.699097
13.636400, 77.924797, -177.968994, 194.281342, -66.353500
10.714300, 92.943901, -210.977005, 230.542557, -66.224564
8.490570, 109.264000, -249.110992, 272.020050, -66.316994
6.716420, 127.890999, -295.373993, 321.872498, -66.588356
5.294120, 149.492004, -351.997986, 382.427032, -66.989281
4.166670, 174.552002, -421.425995, 456.145020, -67.500969
3.308820, 202.692001, -502.505005, 541.844360, -68.032677
2.616280, 236.339996, -601.911011, 646.647888, -68.562569
2.073730, 275.428009, -721.078003, 771.889954, -69.094788
1.642340, 320.739014, -864.940002, 922.493774, -69.654099
1.300580, 373.095001, -1038.329956, 1103.326294, -70.235519
1.032110, 431.377991, -1247.180054, 1319.676147, -70.920380
0.815217, 495.526001, -1505.540039, 1584.991089, -71.781815
0.646552, 564.622986, -1819.010010, 1904.625000, -72.755600
0.511364, 626.356995, -2218.790039, 2305.504883, -74.235794
0.407609, 712.875000, -2694.889893, 2787.583740, -75.183006
0.321429, 819.948975, -3355.290039, 3454.024902, -76.267487
0.254525, 954.614014, -4120.229980, 4229.371582, -76.955322
0.201613, 1122.979980, -5075.069824, 5197.828125, -77.522995
0.159574, 1346.359985, -6266.529785, 6409.530273, -77.874374
0.126689, 1639.150024, -7718.500000, 7890.630859, -78.010429
0.100446, 2037.319946, -9526.690430, 9742.099609, -77.928894
