Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 5.528930, 6.670390, 8.663900, 50.345467
276480.000000, 5.934850, 5.628100, 8.179117, 43.480373
197486.000000, 6.488140, 3.998110, 7.621079, 31.642132
153600.000000, 6.694340, 3.064030, 7.362233, 24.593786
125673.000000, 6.813040, 2.447700, 7.239388, 19.761686
98742.898438, 6.910100, 1.862520, 7.156708, 15.084787
76800.000000, 6.986900, 1.364700, 7.118931, 11.052019
60104.300781, 7.014540, 0.939153, 7.077131, 7.625789
49371.398438, 7.047070, 0.678749, 7.079682, 5.501558
38400.000000, 7.077440, 0.382064, 7.087745, 3.090020
30052.199219, 7.097150, 0.122254, 7.098203, 0.986867
23834.500000, 7.126410, -0.103141, 7.127156, -0.829188
18681.099609, 7.168740, -0.335668, 7.176594, -2.680851
14706.400391, 7.214150, -0.574460, 7.236986, -4.552835
11520.000000, 7.276530, -0.838944, 7.324733, -6.576850
9600.000000, 7.336300, -1.050830, 7.411177, -8.151433
7513.040039, 7.428070, -1.364710, 7.552394, -10.410477
5760.000000, 7.551300, -1.768940, 7.755725, -13.184167
4547.370117, 7.688910, -2.179650, 7.991884, -15.826958
3600.000000, 7.856860, -2.673270, 8.299194, -18.790697
2880.000000, 8.043540, -3.206280, 8.659028, -21.732994
2273.679932, 8.276380, -3.878040, 9.139894, -25.106247
1781.439941, 8.555360, -4.715340, 9.768757, -28.861633
1416.390015, 8.868040, -5.652680, 10.516412, -32.514317
1122.079956, 9.214080, -6.808650, 11.456744, -36.462166
900.000000, 9.624030, -8.115220, 12.588835, -40.138416
720.000000, 10.071900, -9.708470, 13.989195, -43.947407
568.421021, 10.612800, -11.776100, 15.852698, -47.974346
440.816010, 11.331700, -14.556200, 18.446962, -52.099976
354.097992, 12.026100, -17.471901, 21.210714, -55.459942
276.923004, 12.988400, -21.505800, 25.123653, -58.870178
220.408005, 14.070200, -26.123199, 29.671402, -61.692680
174.194000, 15.450500, -31.963400, 35.501785, -64.201775
137.580002, 17.184700, -39.146999, 42.752796, -66.299538
109.091003, 19.346701, -47.843899, 51.607494, -67.983002
87.096802, 21.977200, -58.182598, 62.194950, -69.307053
68.354401, 25.683100, -72.072701, 76.512062, -70.386482
54.545502, 30.342800, -86.060699, 91.253105, -70.578651
42.857101, 36.542400, -105.364998, 111.521881, -70.872574
33.962299, 43.431499, -127.642998, 134.829636, -71.208733
26.865700, 53.702599, -155.080994, 164.116074, -70.899666
21.343901, 66.411003, -186.679993, 198.140961, -70.417099
17.307699, 80.878700, -220.531006, 234.894211, -69.859726
13.636400, 100.851997, -264.786987, 283.343018, -69.149185
10.714300, 125.605003, -316.954010, 340.934692, -68.382179
8.490570, 154.246002, -375.647003, 406.081879, -67.676247
6.716420, 188.072006, -444.026001, 482.213837, -67.044380
5.294120, 227.733002, -524.971985, 572.239380, -66.548790
4.166670, 273.222992, -621.432007, 678.843506, -66.266510
3.308820, 322.433990, -731.512024, 799.420715, -66.213211
2.616280, 379.123993, -865.213013, 944.631470, -66.337654
2.073730, 442.657013, -1024.660034, 1116.187012, -66.635475
1.642340, 515.455017, -1218.199951, 1322.764160, -67.065399
1.300580, 600.325012, -1451.349976, 1570.607178, -67.528435
1.032110, 699.690002, -1732.910034, 1868.834717, -68.012825
0.815217, 813.875977, -2073.520020, 2227.527588, -68.569534
0.646552, 945.541016, -2483.110107, 2657.044189, -69.153709
0.511364, 1064.640015, -2990.679932, 3174.527588, -70.404984
0.407609, 1231.099976, -3573.780029, 3779.882324, -70.992142
0.321429, 1427.160034, -4382.930176, 4609.431641, -71.963837
0.254525, 1636.689941, -5277.209961, 5525.187500, -72.769096
0.201613, 1855.500000, -6392.120117, 6655.980957, -73.813072
0.159574, 2096.850098, -7783.560059, 8061.053711, -74.922752
0.126689, 2362.479980, -9493.780273, 9783.311523, -76.026047
0.100446, 2672.479980, -11657.200195, 11959.618164, -77.087738
