attapulgite_g,target_liquid_g,acid_solution_85wt_g,added_deionized_water_g,pure_h3po4_equiv_g,water_in_85wt_acid_g,total_water_g,computed_R,computed_N
1.0,1.1,0.674299,0.425701,0.573155,0.101145,0.526845,0.2,1.1
