Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 71.606102, 31.195400, 78.106255, 23.540485
276480.000000, 70.277901, 27.575300, 75.494240, 21.423809
230400.000000, 68.755402, 23.125000, 72.540131, 18.589708
172800.000000, 67.481400, 17.366199, 69.680153, 14.431795
153600.000000, 67.033798, 15.328700, 68.764084, 12.880435
115200.000000, 66.437599, 11.377800, 67.404816, 9.717941
98742.898438, 66.238602, 9.528080, 66.920372, 8.185554
81317.601563, 66.155602, 7.661150, 66.597725, 6.605714
65828.601563, 65.801300, 5.737650, 66.050980, 4.983393
53169.199219, 66.108398, 4.558400, 66.265366, 3.944497
46080.000000, 65.962601, 3.821620, 66.073212, 3.315791
36378.898438, 66.186600, 2.764310, 66.244301, 2.391591
30052.199219, 65.672203, 1.802900, 65.696945, 1.572547
24685.699219, 66.147797, 1.455630, 66.163811, 1.260631
20329.400391, 66.077003, 0.643283, 66.080132, 0.557777
16457.099609, 66.174400, 0.127883, 66.174522, 0.110725
13552.900391, 66.240601, -0.482228, 66.242355, -0.417103
11148.400391, 66.399696, -0.849760, 66.405136, -0.733211
9600.000000, 66.583199, -1.371060, 66.597313, -1.179650
7854.549805, 66.521896, -2.073150, 66.554192, -1.785041
6400.000000, 66.636200, -2.718370, 66.691620, -2.336040
5236.359863, 66.698097, -3.407350, 66.785072, -2.924479
4320.000000, 67.151497, -4.056700, 67.273918, -3.457103
3526.530029, 67.254204, -5.069170, 67.444969, -4.310421
2880.000000, 67.463898, -6.123570, 67.741241, -5.186417
2367.120117, 68.022499, -7.065380, 68.388451, -5.929950
1963.640015, 68.206001, -8.422310, 68.724045, -7.039443
1614.949951, 68.587601, -9.805660, 69.284996, -8.136186
1329.229980, 69.495903, -11.431300, 70.429787, -9.340872
1093.670044, 70.083801, -13.485800, 71.369499, -10.891950
900.000000, 71.150497, -15.853900, 72.895401, -12.561555
744.828003, 72.109001, -18.410801, 74.422211, -14.322715
617.143005, 73.258003, -21.279600, 76.286018, -16.197247
514.286011, 74.543701, -24.465500, 78.455872, -18.170015
415.385010, 76.286102, -28.798401, 81.540894, -20.681782
342.856995, 78.101700, -33.266899, 84.891472, -23.071257
284.210999, 80.071503, -38.270699, 88.747345, -25.545774
232.257996, 82.507500, -44.568901, 93.775658, -28.377031
191.149994, 85.121399, -51.596901, 99.538399, -31.222424
157.664001, 88.025101, -59.686001, 106.352417, -34.139492
130.119995, 91.287102, -69.081001, 114.479340, -37.116413
106.931000, 94.985397, -80.391998, 124.439133, -40.243301
88.524597, 99.041100, -93.247597, 136.030334, -43.274254
72.973000, 103.809998, -108.964996, 150.498795, -46.387863
60.000000, 108.757004, -125.254997, 165.882187, -49.032719
49.541302, 114.818001, -146.201004, 185.897568, -51.855919
40.601501, 121.797997, -171.669006, 210.487534, -54.644558
33.540401, 128.033997, -200.585999, 237.965225, -57.449924
27.551001, 137.735992, -236.324005, 273.532898, -59.765209
22.689100, 148.423004, -277.683014, 314.860657, -61.875271
18.750000, 160.649002, -325.622009, 363.094757, -63.740093
15.517200, 174.589005, -381.748993, 419.778046, -65.423500
12.857100, 191.026001, -447.191986, 486.283478, -66.869385
10.465100, 212.089005, -532.208008, 572.911072, -68.272339
8.653850, 235.537994, -625.086975, 667.990906, -69.353180
7.142860, 264.127014, -735.901978, 781.866211, -70.256134
5.844160, 299.786987, -872.442017, 922.511414, -71.036346
4.838710, 340.747986, -1024.060059, 1079.262817, -71.595535
3.982300, 391.565002, -1207.609985, 1269.505859, -72.034813
3.284670, 453.135010, -1420.770020, 1491.280884, -72.310631
2.694610, 530.315979, -1677.250000, 1759.091431, -72.453995
2.227720, 620.770020, -1965.510010, 2061.209717, -72.472229
1.829270, 735.155029, -2313.229980, 2427.238281, -72.369507
1.510070, 869.844971, -2704.610107, 2841.046631, -72.171394
1.243090, 1037.209961, -3163.760010, 3329.441650, -71.848740
1.022730, 1243.109985, -3701.649902, 3904.809082, -71.436615
0.845865, 1475.089966, -4285.859863, 4532.602539, -71.007774
0.694444, 1767.500000, -4992.520020, 5296.160156, -70.504524
0.573980, 2021.439941, -5791.220215, 6133.877441, -70.758331
0.472689, 2402.909912, -6707.229980, 7124.669434, -70.289597
0.390625, 2829.570068, -7831.959961, 8327.428711, -70.135963
0.321429, 3325.889893, -9036.849609, 9629.444336, -69.794540
0.264085, 3864.739990, -10454.799805, 11146.257813, -69.712570
0.218023, 4431.259766, -12088.700195, 12875.276367, -69.868980
0.179426, 5081.779785, -13966.599609, 14862.381836, -70.005966
0.147638, 5782.180176, -16191.500000, 17192.970703, -70.347755
0.121753, 6543.629883, -18803.599609, 19909.658203, -70.812157
0.100446, 7384.410156, -21865.900391, 23079.148438, -71.339485
