Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 1.763680, 4.582870, 4.910526, 68.951195
276480.000000, 2.277400, 3.800360, 4.430495, 59.067478
230400.000000, 2.644050, 3.121260, 4.090631, 49.731743
172800.000000, 3.046300, 2.327080, 3.833438, 37.376350
153600.000000, 3.158240, 2.038100, 3.758767, 32.835278
115200.000000, 3.331810, 1.458880, 3.637209, 23.646885
98742.898438, 3.409490, 1.213120, 3.618879, 19.585907
81317.601563, 3.479990, 0.945776, 3.606220, 15.204350
65828.601563, 3.522190, 0.691490, 3.589426, 11.107265
53169.199219, 3.585080, 0.423314, 3.609985, 6.734110
46080.000000, 3.602320, 0.300126, 3.614801, 4.762578
36378.898438, 3.631720, 0.102091, 3.633155, 1.610213
30052.199219, 3.653910, -0.043592, 3.654170, -0.683518
24685.699219, 3.679790, -0.189412, 3.684662, -2.946619
20329.400391, 3.716840, -0.330369, 3.731493, -5.079351
16457.099609, 3.758060, -0.491006, 3.790000, -7.443764
13552.900391, 3.807300, -0.644753, 3.861508, -9.611650
11148.400391, 3.862770, -0.806237, 3.946012, -11.789515
9600.000000, 3.878620, -0.932781, 3.989207, -13.522440
7854.549805, 3.953060, -1.128450, 4.110971, -15.932054
6400.000000, 4.040180, -1.353880, 4.260992, -18.526201
5236.359863, 4.134950, -1.600540, 4.433908, -21.160227
4320.000000, 4.240780, -1.871760, 4.635483, -23.815304
3526.530029, 4.362840, -2.192980, 4.882984, -26.686375
2880.000000, 4.496060, -2.573270, 5.180374, -29.784187
2367.120117, 4.648950, -2.993270, 5.529232, -32.775837
1963.640015, 4.806060, -3.458470, 5.921083, -35.739021
1614.949951, 4.986720, -4.034720, 6.414542, -38.976074
1329.229980, 5.187880, -4.699910, 7.000232, -42.174706
1093.670044, 5.425820, -5.486470, 7.716274, -45.318443
900.000000, 5.699710, -6.432940, 8.594731, -48.458439
744.828003, 5.990980, -7.498730, 9.598063, -51.377499
617.143005, 6.314140, -8.742320, 10.784086, -54.161308
514.286011, 6.678990, -10.161600, 12.160058, -56.683990
415.385010, 7.169000, -12.140500, 14.099159, -59.438030
342.856995, 7.692120, -14.262400, 16.204468, -61.660744
284.210999, 8.304610, -16.744200, 18.690500, -63.619995
232.257996, 9.060900, -19.868799, 21.837332, -65.485283
191.149994, 9.936300, -23.445200, 25.463846, -67.032303
157.664001, 10.963300, -27.630301, 29.725872, -68.357544
130.119995, 12.197400, -32.561298, 34.770889, -69.464149
106.931000, 13.709700, -38.519901, 40.886902, -70.408730
88.524597, 15.465200, -45.322102, 47.888050, -71.158882
72.973000, 17.663500, -53.629902, 56.463844, -71.770226
60.000000, 20.583099, -62.562199, 65.861160, -71.788681
49.541302, 23.909700, -73.473099, 77.265579, -71.974022
40.601501, 28.136299, -86.716904, 91.167282, -72.023735
33.540401, 32.485401, -101.389999, 106.467056, -72.234520
27.551001, 38.890900, -119.415001, 125.588394, -71.960678
22.689100, 46.452099, -139.716995, 147.236664, -71.609436
18.750000, 55.376701, -162.643997, 171.812836, -71.197418
15.517200, 65.787498, -188.600998, 199.745667, -70.770287
12.857100, 77.957802, -217.923996, 231.448227, -70.316399
10.465100, 93.185997, -254.589005, 271.107330, -69.896111
8.653850, 109.667000, -293.894989, 313.689514, -69.536926
7.142860, 128.106003, -338.838989, 362.247162, -69.289726
5.844160, 149.412994, -393.000000, 420.444122, -69.183899
4.838710, 171.505005, -452.127991, 483.563538, -69.226837
3.982300, 196.447998, -523.153015, 558.820984, -69.418457
3.284670, 223.496994, -605.734009, 645.650513, -69.747513
2.694610, 254.104004, -705.528992, 749.893311, -70.192970
2.227720, 286.480988, -819.135986, 867.787476, -70.723457
1.829270, 324.067993, -958.564026, 1011.862183, -71.320808
1.510070, 365.096985, -1118.969971, 1177.025757, -71.929550
1.243090, 413.170013, -1312.510010, 1376.005859, -72.526314
1.022730, 469.253998, -1544.699951, 1614.403076, -73.102089
0.845865, 531.416016, -1809.160034, 1885.593506, -73.630577
0.694444, 608.491028, -2137.270020, 2222.202637, -74.108101
0.573980, 676.585999, -2517.719971, 2607.044678, -74.958298
0.472689, 780.395996, -2973.739990, 3074.434326, -75.295509
0.390625, 898.989990, -3537.929932, 3650.360352, -75.742851
0.321429, 1050.439941, -4184.640137, 4314.468262, -75.908623
0.264085, 1232.910034, -4959.100098, 5110.062500, -76.038437
0.218023, 1448.869995, -5861.500000, 6037.914063, -76.115707
0.179426, 1726.550049, -6933.939941, 7145.663086, -76.017700
0.147638, 2069.820068, -8208.870117, 8465.795898, -75.848190
0.121753, 2498.389893, -9697.559570, 10014.220703, -75.553009
0.100446, 3040.439941, -11440.099609, 11837.236328, -75.116531
