Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.877049, 4.137000, 4.228946, 78.030434
276480.000000, 1.362240, 3.384620, 3.648472, 68.076225
230400.000000, 1.830010, 2.797910, 3.343238, 56.812775
172800.000000, 2.232560, 2.074150, 3.047363, 42.893490
153600.000000, 2.325690, 1.829440, 2.959001, 38.189388
115200.000000, 2.531590, 1.306200, 2.848703, 27.291939
98742.898438, 2.593780, 1.096710, 2.816109, 22.919762
81317.601563, 2.664640, 0.869117, 2.802797, 18.064606
65828.601563, 2.714270, 0.646505, 2.790203, 13.397496
53169.199219, 2.758150, 0.405069, 2.787736, 8.354878
46080.000000, 2.774650, 0.299421, 2.790759, 6.159129
36378.898438, 2.802310, 0.139483, 2.805779, 2.849505
30052.199219, 2.822040, 0.009321, 2.822055, 0.189234
24685.699219, 2.839940, -0.109827, 2.842063, -2.214656
20329.400391, 2.867300, -0.225830, 2.876179, -4.503348
16457.099609, 2.896130, -0.356260, 2.917960, -7.012861
13552.900391, 2.940490, -0.482305, 2.979782, -9.314825
11148.400391, 2.979510, -0.611184, 3.041550, -11.592221
9600.000000, 2.990290, -0.711566, 3.073786, -13.385102
7854.549805, 3.045840, -0.864304, 3.166096, -15.842107
6400.000000, 3.105320, -1.044320, 3.276220, -18.587807
5236.359863, 3.175550, -1.243180, 3.410222, -21.379595
4320.000000, 3.247780, -1.460250, 3.560956, -24.209391
3526.530029, 3.335250, -1.723570, 3.754276, -27.328741
2880.000000, 3.435810, -2.029170, 3.990278, -30.565859
2367.120117, 3.543370, -2.378330, 4.267543, -33.869736
1963.640015, 3.651040, -2.758000, 4.575659, -37.067440
1614.949951, 3.789130, -3.236140, 4.982982, -40.499283
1329.229980, 3.941990, -3.786080, 5.465683, -43.844242
1093.670044, 4.108150, -4.451420, 6.057395, -47.296539
900.000000, 4.335820, -5.240250, 6.801438, -50.395405
744.828003, 4.558330, -6.134970, 7.643051, -53.387363
617.143005, 4.818890, -7.177910, 8.645467, -56.124561
514.286011, 5.113170, -8.365210, 9.804144, -58.564968
415.385010, 5.518650, -10.020100, 11.439314, -61.155869
342.856995, 5.953030, -11.786200, 13.204283, -63.202351
284.210999, 6.475140, -13.860200, 15.298123, -64.959198
232.257996, 7.128870, -16.461700, 17.939018, -66.584595
191.149994, 7.895180, -19.436199, 20.978554, -67.892509
157.664001, 8.803660, -22.896200, 24.530397, -68.968094
130.119995, 9.908020, -26.969700, 28.732100, -69.827888
106.931000, 11.269700, -31.862900, 33.797195, -70.521652
88.524597, 12.863900, -37.430901, 39.579697, -71.033653
72.973000, 14.864600, -44.190201, 46.623280, -71.408211
60.000000, 17.495100, -51.375900, 54.273029, -71.194679
49.541302, 20.507000, -60.118301, 63.519661, -71.164932
40.601501, 24.291599, -70.640800, 74.700768, -71.023193
33.540401, 28.173800, -82.164101, 86.860245, -71.073334
27.551001, 33.733299, -96.220200, 101.962067, -70.680122
22.689100, 40.132500, -111.899002, 118.878105, -70.269661
18.750000, 47.425201, -129.470993, 137.883606, -69.882217
15.517200, 55.644600, -149.341995, 159.371750, -69.564682
12.857100, 64.895203, -171.832001, 183.678040, -69.310135
10.465100, 76.067902, -200.205002, 214.169022, -69.195709
8.653850, 87.733902, -230.945999, 247.049164, -69.198761
7.142860, 100.564003, -266.721008, 285.049500, -69.341637
5.844160, 115.255997, -310.628998, 331.322083, -69.643105
4.838710, 130.496002, -359.227997, 382.196228, -70.035545
3.982300, 147.899002, -418.311005, 443.687073, -70.528320
3.284670, 167.179993, -487.592010, 515.456238, -71.074768
2.694610, 189.628006, -571.856995, 602.477539, -71.654457
2.227720, 214.134995, -668.104980, 701.582520, -72.228790
1.829270, 243.554993, -786.361023, 823.214844, -72.790993
1.510070, 277.035004, -922.918030, 963.600586, -73.291664
1.243090, 316.824005, -1087.140015, 1132.365112, -73.752357
1.022730, 364.278015, -1283.109985, 1333.817749, -74.150620
0.845865, 418.420990, -1506.920044, 1563.932251, -74.481819
0.694444, 486.415009, -1783.569946, 1848.708008, -74.745277
0.573980, 551.500000, -2103.659912, 2174.750000, -75.309807
0.472689, 648.708008, -2487.669922, 2570.860352, -75.384514
0.390625, 764.784973, -2957.649902, 3054.928711, -75.502090
0.321429, 916.568970, -3497.800049, 3615.895996, -75.316261
0.264085, 1118.489990, -4099.850098, 4249.681152, -74.740349
0.218023, 1323.770020, -4903.620117, 5079.159180, -74.892677
0.179426, 1645.589966, -5754.390137, 5985.062500, -74.041000
0.147638, 2037.420044, -6773.609863, 7073.391602, -73.259361
0.121753, 2531.679932, -7936.629883, 8330.635742, -72.308014
0.100446, 3155.409912, -9271.889648, 9794.108398, -71.205521
