temperature_C,rb_code_ohm,rb_manual_ohm,delta_rb_ohm
-81.0,7987.244873,7113.0,874.2448729999996
-78.0,3665.3182211528438,3511.0,154.31822115284376
-75.0,1440.560059,1434.0,6.56005899999991
-72.0,878.625,916.0,-37.375
-69.0,594.427002,609.1,-14.672998000000007
-66.0,385.941763376134,410.7,-24.75823662386597
-63.0,248.8487920108423,253.4,-4.551207989157717
-60.0,190.81787405853925,193.0,-2.182125941460754
-57.0,141.62237503555963,141.4,0.22237503555962235
-54.0,97.28352507991572,96.91,0.3735250799157228
-51.0,70.8345144607696,70.34,0.4945144607695937
-48.0,50.850595318912404,50.06,0.790595318912402
-45.0,37.30775798489914,36.56,0.7477579848991383
-42.0,34.17420004504531,33.34,0.8342000450453071
-39.0,21.06744870357358,20.47,0.5974487035735798
-36.0,15.569326321226834,15.06,0.5093263212268333
-33.0,13.150544621027692,12.66,0.49054462102769136
-30.0,11.280490196755036,10.82,0.46049019675503544
-27.0,9.735906197261773,9.311,0.42490619726177314
-24.0,8.188887080989991,7.811,0.377887080989991
-21.0,7.113020591805497,6.766,0.3470205918054967
-18.0,6.016945913520725,5.707,0.30994591352072476
-15.0,5.084867915424632,4.806,0.2788679154246321
-12.0,4.7766781804814284,4.506,0.2706781804814282
-9.0,3.942400684342941,3.704,0.23840068434294093
-6.0,3.619940161397635,3.397,0.22294016139763517
-3.0,3.2665375780888253,3.066,0.20053757808882544
0.0,3.245498377116577,3.038,0.20749837711657726
3.0,2.796707428941553,2.622,0.1747074289415531
6.0,2.7699295011601626,2.592,0.17792950116016248
9.0,2.5698673828711756,2.404,0.16586738287117564
12.0,2.306603583423326,2.157,0.14960358342332603
15.0,2.1829099890054127,2.108,0.07490998900541257
18.0,2.203345685800768,2.0885,0.11484568580076804
