Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.640762, 4.011590, 4.062441, 80.924934
276480.000000, 1.152030, 3.215100, 3.415266, 70.286453
230400.000000, 1.594550, 2.714190, 3.147923, 59.566334
172800.000000, 2.024720, 2.006630, 2.850624, 44.742897
153600.000000, 2.130100, 1.742100, 2.751770, 39.277981
115200.000000, 2.320500, 1.259240, 2.640152, 28.486868
98742.898438, 2.397230, 1.031080, 2.609566, 23.273172
81317.601563, 2.470540, 0.809467, 2.599770, 18.141272
65828.601563, 2.515240, 0.605220, 2.587030, 13.529381
53169.199219, 2.565210, 0.363249, 2.590801, 8.059836
46080.000000, 2.583790, 0.254928, 2.596336, 5.634815
36378.898438, 2.608560, 0.091597, 2.610168, 2.011056
30052.199219, 2.629380, -0.034186, 2.629602, -0.744896
24685.699219, 2.654990, -0.157516, 2.659658, -3.395280
20329.400391, 2.685530, -0.275434, 2.699618, -5.855908
16457.099609, 2.720630, -0.408005, 2.751054, -8.528922
13552.900391, 2.761210, -0.541254, 2.813758, -11.090531
11148.400391, 2.807220, -0.674550, 2.887127, -13.511503
9600.000000, 2.783640, -0.781995, 2.891395, -15.691399
7854.549805, 2.843400, -0.944763, 2.996248, -18.379852
6400.000000, 2.914520, -1.132730, 3.126900, -21.238647
5236.359863, 3.022550, -1.340870, 3.306621, -23.923132
4320.000000, 3.102040, -1.569890, 3.476666, -26.843203
3526.530029, 3.198750, -1.845920, 3.693159, -29.988186
2880.000000, 3.309550, -2.166120, 3.955401, -33.204983
2367.120117, 3.419790, -2.538460, 4.258960, -36.585957
1963.640015, 3.555200, -2.940810, 4.613872, -39.597061
1614.949951, 3.691830, -3.441080, 5.046844, -42.986656
1329.229980, 3.856860, -4.030190, 5.578333, -46.258965
1093.670044, 4.044350, -4.725060, 6.219563, -49.438583
900.000000, 4.264560, -5.559640, 7.006859, -52.509739
744.828003, 4.502440, -6.500550, 7.907535, -55.292583
617.143005, 4.778640, -7.606690, 8.983158, -57.862331
514.286011, 5.085830, -8.864990, 10.220261, -60.157173
415.385010, 5.509930, -10.617000, 11.961606, -62.571930
342.856995, 5.967870, -12.490300, 13.842799, -64.461502
284.210999, 6.513590, -14.690300, 16.069592, -66.087791
232.257996, 7.200270, -17.451200, 18.878248, -67.579231
191.149994, 8.001060, -20.606800, 22.105591, -68.780167
157.664001, 8.955080, -24.281401, 25.880106, -69.755814
130.119995, 10.110800, -28.605200, 30.339508, -70.533531
106.931000, 11.541800, -33.812500, 35.728115, -71.152817
88.524597, 13.218000, -39.734798, 41.875645, -71.600014
72.973000, 15.317900, -46.921902, 49.358921, -71.920448
60.000000, 18.105000, -54.576599, 57.501270, -71.647484
49.541302, 21.278099, -63.889400, 67.339531, -71.579895
40.601501, 25.296801, -75.100998, 79.247009, -71.384560
33.540401, 29.413500, -87.394897, 92.211838, -71.398895
27.551001, 35.345402, -102.371002, 108.301056, -70.951866
22.689100, 42.178699, -119.083000, 126.332115, -70.496071
18.750000, 50.018902, -137.817993, 146.614090, -70.052414
15.517200, 58.853802, -158.921005, 169.468750, -69.678711
12.857100, 68.837196, -182.802002, 195.333389, -69.365280
10.465100, 80.925903, -212.863998, 227.728088, -69.184372
8.653850, 93.615303, -245.557007, 262.796631, -69.131325
7.142860, 107.414001, -283.220001, 302.904816, -69.230270
5.844160, 123.126999, -329.257996, 351.526794, -69.496574
4.838710, 139.488998, -380.350006, 405.121368, -69.860054
3.982300, 158.026001, -442.578003, 469.944153, -70.350487
3.284670, 178.466003, -515.356995, 545.383301, -70.899239
2.694610, 202.149994, -604.023010, 636.952454, -71.496010
2.227720, 227.893005, -705.304993, 741.208740, -72.093697
1.829270, 258.657990, -829.802002, 869.180847, -72.687202
1.510070, 293.588013, -973.567993, 1016.871948, -73.218857
1.243090, 334.963989, -1146.479980, 1194.410889, -73.713356
1.022730, 384.332001, -1353.250000, 1406.768188, -74.145096
0.845865, 440.653992, -1589.189941, 1649.151489, -74.502258
0.694444, 510.993988, -1880.569946, 1948.758179, -74.798447
0.573980, 577.630005, -2217.760010, 2291.749512, -75.401291
0.472689, 676.997986, -2622.159912, 2708.145020, -75.523315
0.390625, 794.489014, -3118.360107, 3217.978027, -75.706398
0.321429, 949.301025, -3688.899902, 3809.088379, -75.568642
0.264085, 1153.739990, -4323.600098, 4474.889160, -75.058937
0.218023, 1358.020020, -5175.729980, 5350.925293, -75.297997
0.179426, 1682.699951, -6078.049805, 6306.676270, -74.525337
0.147638, 2075.449951, -7164.259766, 7458.827637, -73.843971
0.121753, 2572.709961, -8410.530273, 8795.217773, -72.991577
0.100446, 3206.500000, -9842.849609, 10351.972656, -71.955963
