Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 15.230800, 11.386000, 19.016262, 36.780472
276480.000000, 15.338100, 9.822010, 18.213434, 32.634151
230400.000000, 15.519400, 8.179950, 17.543184, 27.792776
172800.000000, 15.623300, 6.073760, 16.762400, 21.244238
153600.000000, 15.614600, 5.376530, 16.514320, 18.999977
115200.000000, 15.693400, 3.915560, 16.174500, 14.009472
98742.898438, 15.731700, 3.286380, 16.071301, 11.799500
81317.601563, 15.764100, 2.603910, 15.977710, 9.379411
65828.601563, 15.788200, 1.993890, 15.913607, 7.197773
53169.199219, 15.795300, 1.441160, 15.860909, 5.213221
46080.000000, 15.819300, 1.140270, 15.860342, 4.122803
36378.898438, 15.850800, 0.724407, 15.867344, 2.616688
30052.199219, 15.873000, 0.384960, 15.877667, 1.389294
24685.699219, 15.904200, 0.095958, 15.904490, 0.345690
20329.400391, 15.924200, -0.212485, 15.925617, -0.764482
16457.099609, 15.981200, -0.505162, 15.989182, -1.810503
13552.900391, 16.041500, -0.811844, 16.062031, -2.897209
11148.400391, 16.114300, -1.125600, 16.153564, -3.995677
9600.000000, 16.195200, -1.375050, 16.253469, -4.853047
7854.549805, 16.291300, -1.743350, 16.384314, -6.108040
6400.000000, 16.415701, -2.153260, 16.556320, -7.472867
5236.359863, 16.578600, -2.589870, 16.779673, -8.878850
4320.000000, 16.730900, -3.105100, 17.016600, -10.513941
3526.530029, 16.974300, -3.688710, 17.370476, -12.260406
2880.000000, 17.231001, -4.355090, 17.772850, -14.184301
2367.120117, 17.504999, -5.107400, 18.234871, -16.265562
1963.640015, 17.837400, -5.892180, 18.785383, -18.279800
1614.949951, 18.254101, -6.858240, 19.499939, -20.591681
1329.229980, 18.674299, -7.978540, 20.307302, -23.134455
1093.670044, 19.180700, -9.200470, 21.273174, -25.625790
900.000000, 19.811399, -10.690200, 22.511595, -28.351229
744.828003, 20.427999, -12.328600, 23.859957, -31.111601
617.143005, 21.116400, -14.209000, 25.451878, -33.936184
514.286011, 21.856800, -16.306801, 27.269608, -36.725677
415.385010, 22.832199, -19.208599, 29.837553, -40.073711
342.856995, 23.809299, -22.273399, 32.603481, -43.091084
284.210999, 24.879200, -25.791100, 35.835114, -46.031025
232.257996, 26.183500, -30.266899, 40.020756, -49.137344
191.149994, 27.603001, -35.363602, 44.861008, -52.026241
157.664001, 29.189400, -41.334400, 50.601913, -54.771145
130.119995, 31.008301, -48.382500, 57.466347, -57.344227
106.931000, 33.127701, -56.929100, 65.866280, -59.804386
88.524597, 35.477901, -66.715897, 75.562508, -61.997028
72.973000, 38.327599, -78.759399, 87.590225, -64.050522
60.000000, 41.840900, -91.725899, 100.818161, -65.479836
49.541302, 45.883900, -108.041000, 117.380539, -66.989571
40.601501, 50.802700, -127.916000, 137.635086, -68.339172
33.540401, 55.514301, -150.250000, 160.177719, -69.721756
27.551001, 62.813099, -178.143005, 188.892593, -70.577393
22.689100, 71.330101, -210.264008, 222.033646, -71.260963
18.750000, 81.458900, -247.369003, 260.436127, -71.773224
15.517200, 93.497101, -290.485992, 305.161957, -72.158485
12.857100, 108.114998, -340.471985, 357.225464, -72.383034
10.465100, 127.411003, -404.614014, 424.200500, -72.521034
8.653850, 149.589996, -474.157990, 497.195099, -72.490265
7.142860, 176.727005, -555.479980, 582.915466, -72.351440
5.844160, 211.423996, -654.465027, 687.767822, -72.097023
4.838710, 251.059998, -761.870972, 802.171143, -71.761353
3.982300, 300.118011, -889.664978, 938.922058, -71.358780
3.284670, 357.846985, -1034.089966, 1094.256104, -70.911819
2.694610, 428.186005, -1203.760010, 1277.646851, -70.419167
2.227720, 506.454010, -1390.170044, 1479.550049, -69.982773
1.829270, 598.931030, -1610.219971, 1718.000854, -69.597008
1.510070, 700.398010, -1853.790039, 1981.689941, -69.302460
1.243090, 815.138977, -2137.760010, 2287.896240, -69.127892
1.022730, 943.978027, -2471.000000, 2645.172119, -69.092010
0.845865, 1075.500000, -2840.510010, 3037.301025, -69.261879
0.694444, 1229.619995, -3294.939941, 3516.901367, -69.535210
0.573980, 1345.489990, -3832.709961, 4062.020264, -70.656151
0.472689, 1526.920044, -4461.540039, 4715.593750, -71.106979
0.390625, 1727.189941, -5267.080078, 5543.042480, -71.844559
0.321429, 1959.650024, -6154.459961, 6458.916504, -72.337944
0.264085, 2218.810059, -7223.879883, 7556.954590, -72.925690
0.218023, 2503.570068, -8475.259766, 8837.300781, -73.542999
0.179426, 2847.070068, -9949.940430, 10349.256836, -74.032097
0.147638, 3239.659912, -11714.599609, 12154.309570, -74.541275
0.121753, 3690.669922, -13783.599609, 14269.150391, -75.010223
0.100446, 4218.680176, -16226.900391, 16766.322266, -75.426826
