Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 1.745030, 4.567110, 4.889133, 69.088837
276480.000000, 2.279600, 3.748390, 4.387141, 58.693939
230400.000000, 2.696100, 3.149260, 4.145696, 49.432980
172800.000000, 3.095770, 2.326820, 3.872710, 36.928986
153600.000000, 3.188780, 2.041870, 3.786496, 32.632637
115200.000000, 3.386680, 1.455990, 3.686395, 23.263672
98742.898438, 3.445450, 1.218510, 3.654572, 19.476534
81317.601563, 3.524040, 0.947516, 3.649198, 15.049325
65828.601563, 3.568310, 0.699052, 3.636139, 11.084188
53169.199219, 3.623390, 0.425266, 3.648261, 6.694003
46080.000000, 3.642320, 0.297254, 3.654429, 4.665636
36378.898438, 3.669170, 0.102361, 3.670598, 1.598000
30052.199219, 3.694040, -0.042803, 3.694288, -0.663859
24685.699219, 3.726520, -0.190005, 3.731361, -2.918827
20329.400391, 3.757900, -0.332555, 3.772586, -5.057210
16457.099609, 3.799100, -0.493955, 3.831077, -7.407980
13552.900391, 3.844810, -0.654057, 3.900045, -9.654408
11148.400391, 3.902090, -0.814815, 3.986255, -11.794737
9600.000000, 3.919660, -0.939254, 4.030624, -13.475492
7854.549805, 3.992070, -1.135990, 4.150554, -15.884320
6400.000000, 4.075850, -1.359930, 4.296739, -18.451563
5236.359863, 4.173580, -1.614640, 4.475023, -21.150043
4320.000000, 4.274700, -1.882360, 4.670797, -23.766245
3526.530029, 4.400920, -2.207570, 4.923562, -26.639059
2880.000000, 4.537200, -2.584870, 5.221852, -29.670424
2367.120117, 4.690610, -3.015760, 5.576435, -32.738407
1963.640015, 4.861570, -3.485920, 5.982182, -35.641876
1614.949951, 5.033280, -4.047720, 6.458943, -38.805943
1329.229980, 5.245570, -4.725110, 7.059934, -42.011929
1093.670044, 5.471590, -5.516840, 7.770059, -45.235943
900.000000, 5.755310, -6.464080, 8.654936, -48.319653
744.828003, 6.044710, -7.533260, 9.658599, -51.256340
617.143005, 6.371900, -8.785640, 10.853045, -54.048008
514.286011, 6.737550, -10.209300, 12.232105, -56.577488
415.385010, 7.231310, -12.193000, 14.176075, -59.329060
342.856995, 7.753790, -14.322800, 16.286922, -61.570660
284.210999, 8.367150, -16.806999, 18.774569, -63.534176
232.257996, 9.129640, -19.950100, 21.939846, -65.410042
191.149994, 10.005900, -23.538799, 25.577200, -66.970566
157.664001, 11.038100, -27.739100, 29.854603, -68.301125
130.119995, 12.275600, -32.690899, 34.919697, -69.418587
106.931000, 13.790200, -38.676601, 41.061527, -70.376244
88.524597, 15.551300, -45.509899, 48.093594, -71.134071
72.973000, 17.752100, -53.851101, 56.701660, -71.755112
60.000000, 20.673401, -62.821701, 66.135887, -71.784637
49.541302, 24.007200, -73.777901, 77.585594, -71.975204
40.601501, 28.239799, -87.107101, 91.570374, -72.037491
33.540401, 32.581600, -101.851997, 106.936378, -72.260971
27.551001, 39.012402, -119.980003, 126.163261, -71.987679
22.689100, 46.583801, -140.403000, 147.929214, -71.644859
18.750000, 55.546799, -163.466995, 172.646774, -71.232010
15.517200, 65.982201, -189.591995, 200.745560, -70.810966
12.857100, 78.204597, -219.104996, 232.643417, -70.357124
10.465100, 93.563599, -256.032990, 272.593170, -69.925896
8.653850, 110.209999, -295.803009, 315.667023, -69.565659
7.142860, 128.735992, -340.773010, 364.279022, -69.304611
5.844160, 150.294006, -395.332001, 422.936951, -69.184624
4.838710, 172.591003, -454.746002, 486.396515, -69.216614
3.982300, 197.792007, -526.137024, 562.087036, -69.397125
3.284670, 225.082001, -609.005005, 649.268066, -69.716202
2.694610, 256.010986, -709.203003, 753.996338, -70.151237
2.227720, 288.679993, -823.114014, 872.268799, -70.673370
1.829270, 326.546997, -963.070007, 1016.925171, -71.269798
1.510070, 367.811005, -1124.290039, 1182.925659, -71.884514
1.243090, 416.126007, -1318.229980, 1382.349854, -72.480644
1.022730, 472.657990, -1551.140015, 1621.555176, -73.053146
0.845865, 535.330994, -1816.849976, 1894.075806, -73.582497
0.694444, 612.349976, -2145.449951, 2231.126953, -74.070313
0.573980, 680.963989, -2527.169922, 2617.307861, -74.919403
0.472689, 784.624023, -2985.949951, 3087.317871, -75.277130
0.390625, 903.401001, -3551.139893, 3664.250000, -75.726875
0.321429, 1055.589966, -4199.500000, 4330.135254, -75.890381
0.264085, 1238.229980, -4976.919922, 5128.639648, -76.028786
0.218023, 1453.829956, -5882.750000, 6059.733398, -76.118393
0.179426, 1731.079956, -6959.240234, 7171.308594, -76.031418
0.147638, 2073.489990, -8239.690430, 8496.579102, -75.875008
0.121753, 2501.229980, -9730.469727, 10046.799805, -75.584152
0.100446, 3042.739990, -11481.700195, 11878.035156, -75.157349
