Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 0.495940, 3.889800, 3.921288, 82.734123
276480.000000, 1.012400, 3.184360, 3.341422, 72.363029
230400.000000, 1.427130, 2.624240, 2.987195, 61.461498
172800.000000, 1.853020, 1.937080, 2.680665, 46.270542
153600.000000, 1.960690, 1.703230, 2.597171, 40.980492
115200.000000, 2.160990, 1.229790, 2.486415, 29.643612
98742.898438, 2.241700, 1.027350, 2.465901, 24.621542
81317.601563, 2.303020, 0.793017, 2.435729, 19.000526
65828.601563, 2.347060, 0.588951, 2.419825, 14.086458
53169.199219, 2.398140, 0.360792, 2.425128, 8.555790
46080.000000, 2.416000, 0.255000, 2.429420, 6.025054
36378.898438, 2.440140, 0.094836, 2.441982, 2.225689
30052.199219, 2.462330, -0.026459, 2.462472, -0.615656
24685.699219, 2.486410, -0.144921, 2.490630, -3.335725
20329.400391, 2.514110, -0.257110, 2.527223, -5.839156
16457.099609, 2.548670, -0.386080, 2.577746, -8.613844
13552.900391, 2.588160, -0.512446, 2.638403, -11.199500
11148.400391, 2.633940, -0.641320, 2.710891, -13.684284
9600.000000, 2.581160, -0.741810, 2.685641, -16.034338
7854.549805, 2.637770, -0.898281, 2.786528, -18.806051
6400.000000, 2.704330, -1.074610, 2.910015, -21.671211
5236.359863, 2.773930, -1.272190, 3.051746, -24.637308
4320.000000, 2.851320, -1.492010, 3.218093, -27.621710
3526.530029, 2.938670, -1.758070, 3.424411, -30.890129
2880.000000, 3.038570, -2.066620, 3.674755, -34.220764
2367.120117, 3.145390, -2.429080, 3.974155, -37.677715
1963.640015, 3.271160, -2.816410, 4.316556, -40.727867
1614.949951, 3.399710, -3.298970, 4.737217, -44.138409
1329.229980, 3.554960, -3.859100, 5.246942, -47.349072
1093.670044, 3.732180, -4.533280, 5.871950, -50.535896
900.000000, 3.947880, -5.340350, 6.641167, -53.526154
744.828003, 4.176810, -6.247560, 7.515168, -56.235275
617.143005, 4.441910, -7.315680, 8.558606, -58.734852
514.286011, 4.740050, -8.530000, 9.758533, -60.939449
415.385010, 5.248750, -10.222100, 11.490897, -62.820824
342.856995, 5.689200, -12.024300, 13.302284, -64.679214
284.210999, 6.219550, -14.144400, 15.451435, -66.264038
232.257996, 6.890840, -16.805201, 18.163107, -67.704300
191.149994, 7.675940, -19.843599, 21.276478, -68.852432
157.664001, 8.611740, -23.385401, 24.920656, -69.783623
130.119995, 9.747380, -27.539101, 29.213242, -70.508743
106.931000, 11.156500, -32.536499, 34.396095, -71.073570
88.524597, 12.805000, -38.210999, 40.299484, -71.473328
72.973000, 14.873300, -45.089802, 47.479523, -71.744385
60.000000, 17.609100, -52.401600, 55.281174, -71.425529
49.541302, 20.723200, -61.269100, 64.678848, -71.312805
40.601501, 24.651600, -71.935699, 76.042397, -71.083961
33.540401, 28.668301, -83.600098, 88.378998, -71.072044
27.551001, 34.398399, -97.779800, 103.653938, -70.618416
22.689100, 40.951599, -113.575996, 120.733345, -70.172440
18.750000, 48.401299, -131.268997, 139.907944, -69.760155
15.517200, 56.719299, -151.229004, 161.515610, -69.441154
12.857100, 66.047699, -173.865005, 185.987473, -69.199257
10.465100, 77.240196, -202.436005, 216.671143, -69.115463
8.653850, 88.942703, -233.598999, 249.958588, -69.155701
7.142860, 101.664001, -269.632996, 288.162323, -69.341248
5.844160, 116.279999, -314.115997, 334.947601, -69.686371
4.838710, 131.404007, -363.451996, 386.476868, -70.122826
3.982300, 148.669006, -423.440002, 448.780457, -70.653923
3.284670, 167.916000, -493.882996, 521.647583, -71.222404
2.694610, 190.343994, -579.690002, 610.140442, -71.822151
2.227720, 214.945007, -677.643982, 710.916809, -72.401253
1.829270, 244.466003, -797.976013, 834.583374, -72.967148
1.510070, 278.347992, -937.086975, 977.552856, -73.456726
1.243090, 318.529999, -1104.270020, 1149.292603, -73.909645
1.022730, 367.010986, -1303.729980, 1354.403564, -74.277641
0.845865, 422.372986, -1531.859985, 1589.022949, -74.585106
0.694444, 492.213989, -1813.300049, 1878.917725, -74.813202
0.573980, 559.432983, -2138.229980, 2210.201904, -75.338150
0.472689, 660.073975, -2528.600098, 2613.334229, -75.369820
0.390625, 779.794983, -3005.399902, 3104.916992, -75.454514
0.321429, 938.372009, -3553.159912, 3674.981201, -75.206238
0.264085, 1147.660034, -4162.669922, 4317.979004, -74.586319
0.218023, 1364.459961, -4974.709961, 5158.438477, -74.662163
0.179426, 1702.410034, -5833.209961, 6076.556641, -73.730217
0.147638, 2112.590088, -6859.979980, 7177.908203, -72.883324
0.121753, 2633.669922, -8028.850098, 8449.772461, -71.839172
0.100446, 3294.580078, -9362.610352, 9925.357422, -70.613708
