Freq (Hz),	Z'(Ohm.cm^2),	Z''(Ohm.cm^2),	MOD(Ohm.cm^2),	Angle(Degree)
307200.000000, 2.831780, 5.197450, 5.918823, 61.416672
276480.000000, 3.302500, 4.289800, 5.413769, 52.409145
230400.000000, 3.704990, 3.546250, 5.128629, 43.745918
172800.000000, 4.057970, 2.639470, 4.840860, 33.041630
153600.000000, 4.157090, 2.314500, 4.757973, 29.107296
115200.000000, 4.342530, 1.656740, 4.647833, 20.882601
98742.898438, 4.420640, 1.381090, 4.631357, 17.349777
81317.601563, 4.470630, 1.075080, 4.598079, 13.521526
65828.601563, 4.522090, 0.802118, 4.592678, 10.058376
53169.199219, 4.546900, 0.516583, 4.576151, 6.481703
46080.000000, 4.565300, 0.366512, 4.579988, 4.589983
36378.898438, 4.597490, 0.146471, 4.599823, 1.824764
30052.199219, 4.623460, -0.016322, 4.623489, -0.202265
24685.699219, 4.648080, -0.186243, 4.651810, -2.294546
20329.400391, 4.685740, -0.350013, 4.698794, -4.271917
16457.099609, 4.731140, -0.526797, 4.760378, -6.353527
13552.900391, 4.780550, -0.706656, 4.832497, -8.408512
11148.400391, 4.837990, -0.893481, 4.919802, -10.463502
9600.000000, 4.896770, -1.048710, 5.007809, -12.088069
7854.549805, 4.976350, -1.270660, 5.136014, -14.323830
6400.000000, 5.077850, -1.524210, 5.301677, -16.708094
5236.359863, 5.185220, -1.805380, 5.490528, -19.197001
4320.000000, 5.300940, -2.109270, 5.705172, -21.697853
3526.530029, 5.447780, -2.472190, 5.982477, -24.408436
2880.000000, 5.606400, -2.893730, 6.309152, -27.300413
2367.120117, 5.782160, -3.368020, 6.691557, -30.220148
1963.640015, 5.969910, -3.888830, 7.124804, -33.080425
1614.949951, 6.181410, -4.525960, 7.661210, -36.211178
1329.229980, 6.433290, -5.256660, 8.307809, -39.252361
1093.670044, 6.698570, -6.112560, 9.068309, -42.380985
900.000000, 7.025040, -7.155540, 10.027609, -45.527264
744.828003, 7.352030, -8.317250, 11.100856, -48.524937
617.143005, 7.723830, -9.682880, 12.386110, -51.421371
514.286011, 8.134480, -11.230000, 13.866603, -54.082203
415.385010, 8.686930, -13.386500, 15.958105, -57.019173
342.856995, 9.263980, -15.696200, 18.226135, -59.450680
284.210999, 9.941050, -18.398899, 20.912771, -61.617344
232.257996, 10.766700, -21.815701, 24.327898, -63.732292
191.149994, 11.709300, -25.722799, 28.262522, -65.524452
157.664001, 12.806600, -30.294600, 32.890297, -67.084511
130.119995, 14.120100, -35.698101, 38.389214, -68.419121
106.931000, 15.712200, -42.231201, 45.059380, -69.592178
88.524597, 17.559500, -49.714901, 52.724827, -70.546585
72.973000, 19.847099, -58.855701, 62.112003, -71.365059
60.000000, 22.890800, -68.726402, 72.438301, -71.578552
49.541302, 26.353001, -80.810600, 84.999023, -71.938431
40.601501, 30.747299, -95.566704, 100.391190, -72.165131
33.540401, 35.250401, -111.962997, 117.381020, -72.523933
27.551001, 41.961800, -132.216003, 138.715042, -72.391975
22.689100, 49.938599, -155.162003, 163.000336, -72.159332
18.750000, 59.476299, -181.195999, 190.707687, -71.827942
15.517200, 70.719101, -210.841995, 222.386017, -71.457886
12.857100, 84.119698, -244.449997, 258.518707, -71.010735
10.465100, 101.320000, -286.605011, 303.987122, -70.530594
8.653850, 120.296997, -331.773987, 352.909821, -70.070000
7.142860, 141.973999, -382.958008, 408.428040, -69.658745
5.844160, 167.572998, -444.307007, 474.857269, -69.335747
4.838710, 194.539993, -510.679993, 546.479553, -69.145996
3.982300, 225.184998, -589.658997, 631.194092, -69.098640
3.284670, 258.291992, -680.526001, 727.894470, -69.215874
2.694610, 295.752991, -789.583984, 843.156372, -69.465652
2.227720, 334.813995, -913.041016, 972.493835, -69.861916
1.829270, 379.580994, -1063.920044, 1129.605103, -70.364822
1.510070, 427.579010, -1237.349976, 1309.144287, -70.936882
1.243090, 482.976013, -1445.979980, 1524.507813, -71.530014
1.022730, 546.932983, -1696.339966, 1782.331299, -72.129677
0.845865, 616.181030, -1981.780029, 2075.362793, -72.728340
0.694444, 701.989990, -2335.850098, 2439.054199, -73.272972
0.573980, 775.815979, -2747.649902, 2855.078125, -74.232643
0.472689, 889.473999, -3240.669922, 3360.521729, -74.651863
0.390625, 1018.580017, -3852.879883, 3985.246338, -75.191597
0.321429, 1181.569946, -4549.560059, 4700.489746, -75.441307
0.264085, 1374.569946, -5385.299805, 5557.958008, -75.681274
0.218023, 1598.550049, -6357.890137, 6555.770508, -75.886795
0.179426, 1883.349976, -7515.330078, 7747.721680, -75.931351
0.147638, 2229.570068, -8891.959961, 9167.220703, -75.923866
0.121753, 2654.669922, -10501.599609, 10831.937500, -75.813553
0.100446, 3186.030029, -12393.900391, 12796.857422, -75.583435
