attapulgite_g,target_liquid_g,acid_solution_85wt_g,added_deionized_water_g,pure_h3po4_equiv_g,water_in_85wt_acid_g,total_water_g,computed_R,computed_N
1.0,1.2,1.032232,0.167768,0.877397,0.154835,0.322603,0.5,1.2
