frequency_hz,z_real_ohm_cm2,z_imag_ohm_cm2,sample_id,target_temperature_C,actual_temperature_C,source_file
307200.0,-1.41062,2.84633,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
276480.0,-0.848886,2.21495,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
197486.0,-0.074474,1.58188,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
153600.0,0.208038,1.19977,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
125673.0,0.358776,0.939442,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
98742.898438,0.489246,0.713526,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
76800.0,0.572658,0.503701,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
60104.300781,0.621298,0.295431,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
49371.398438,0.641315,0.18399,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
38400.0,0.65988,0.052999,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
30052.199219,0.677902,-0.071964,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
23834.5,0.696143,-0.188818,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
18681.099609,0.716918,-0.316329,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
14706.400391,0.741651,-0.453581,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
11520.0,0.77254,-0.610857,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
9600.0,0.798785,-0.745648,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
7513.040039,0.841477,-0.953446,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
5760.0,0.89683,-1.22821,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
4547.370117,0.958327,-1.52527,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
3600.0,1.03133,-1.88498,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
2880.0,1.11419,-2.29904,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
2273.679932,1.21669,-2.82161,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
1781.439941,1.35721,-3.50042,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
1416.390015,1.52817,-4.28135,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
1122.079956,1.74438,-5.26261,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
900.0,2.004,-6.39809,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
720.0,2.33151,-7.774,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
568.421021,2.7761,-9.54439,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
440.81601,3.40154,-11.9148,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
354.097992,4.08455,-14.3815,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
276.923004,5.06725,-17.710699,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
220.408005,6.23129,-21.4632,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
174.194,7.76124,-26.101999,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
137.580002,9.71372,-31.67,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
109.091003,12.1318,-38.210999,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
87.096802,15.029,-45.775002,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
68.354401,18.917999,-55.625,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
54.545502,23.493099,-65.105202,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
42.857101,29.1542,-77.941002,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
33.962299,34.997398,-92.451302,2026.4.29CS,-21.0,-20.0,C:\Users\JZ\Desktop\paper\acid-in-clay-close\V1.0-qianduan-mainline\output\new_materials_stage0_input\2026.4.29CS\2026.4.29CS_T-20.0C_seq004.txt
